case_id,ticker,fiscal_period,transcript_status,audio_status,video_status,slides_status,official_ir_candidate,sec_candidate,webcast_candidate,youtube_metadata_only,manual_local_registered,vendor_blocked,rights_status,blocked_reason_code,provenance_complete,next_manual_action
nyse5y_bac_2024_q2,BAC,2024_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2024_q3,BAC,2024_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2024_q4,BAC,2024_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2025_q1,BAC,2025_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2025_q2,BAC,2025_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2025_q3,BAC,2025_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2025_q4,BAC,2025_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2026_q1,BAC,2026_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2026_q2,BAC,2026_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2026_q3,BAC,2026_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2026_q4,BAC,2026_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2022_q1,GS,2022_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2022_q2,GS,2022_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2022_q3,GS,2022_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2022_q4,GS,2022_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2023_q1,GS,2023_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2023_q2,GS,2023_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2023_q3,GS,2023_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2023_q4,GS,2023_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2024_q1,GS,2024_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2024_q2,GS,2024_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2024_q3,GS,2024_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2024_q4,GS,2024_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2025_q1,GS,2025_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2025_q2,GS,2025_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2025_q3,GS,2025_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2025_q4,GS,2025_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2026_q1,GS,2026_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2026_q2,GS,2026_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2026_q3,GS,2026_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_gs_2026_q4,GS,2026_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2022_q1,MS,2022_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2022_q2,MS,2022_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2022_q3,MS,2022_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2022_q4,MS,2022_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2023_q1,MS,2023_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2023_q2,MS,2023_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2023_q3,MS,2023_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2023_q4,MS,2023_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2024_q1,MS,2024_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2024_q2,MS,2024_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2024_q3,MS,2024_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2024_q4,MS,2024_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2025_q1,MS,2025_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2025_q2,MS,2025_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2025_q3,MS,2025_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2025_q4,MS,2025_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2026_q1,MS,2026_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2026_q2,MS,2026_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2026_q3,MS,2026_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_ms_2026_q4,MS,2026_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2022_q1,BLK,2022_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2022_q2,BLK,2022_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2022_q3,BLK,2022_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2022_q4,BLK,2022_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2023_q1,BLK,2023_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2023_q2,BLK,2023_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2023_q3,BLK,2023_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2023_q4,BLK,2023_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2024_q1,BLK,2024_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2024_q2,BLK,2024_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2024_q3,BLK,2024_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2024_q4,BLK,2024_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2025_q1,BLK,2025_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2025_q2,BLK,2025_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2025_q3,BLK,2025_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2025_q4,BLK,2025_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2026_q1,BLK,2026_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2026_q2,BLK,2026_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2026_q3,BLK,2026_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_blk_2026_q4,BLK,2026_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2022_q1,AXP,2022_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2022_q2,AXP,2022_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2022_q3,AXP,2022_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2022_q4,AXP,2022_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2023_q1,AXP,2023_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2023_q2,AXP,2023_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2023_q3,AXP,2023_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2023_q4,AXP,2023_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2024_q1,AXP,2024_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2024_q2,AXP,2024_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2024_q3,AXP,2024_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2024_q4,AXP,2024_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2025_q1,AXP,2025_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2025_q2,AXP,2025_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2025_q3,AXP,2025_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2025_q4,AXP,2025_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2026_q1,AXP,2026_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2026_q2,AXP,2026_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2026_q3,AXP,2026_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_axp_2026_q4,AXP,2026_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2022_q1,CRM,2022_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2022_q2,CRM,2022_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2022_q3,CRM,2022_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2022_q4,CRM,2022_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2023_q1,CRM,2023_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2023_q2,CRM,2023_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2023_q3,CRM,2023_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2023_q4,CRM,2023_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2024_q1,CRM,2024_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2024_q2,CRM,2024_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2024_q3,CRM,2024_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2024_q4,CRM,2024_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2025_q1,CRM,2025_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2025_q2,CRM,2025_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2025_q3,CRM,2025_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2025_q4,CRM,2025_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2026_q1,CRM,2026_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2026_q2,CRM,2026_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2026_q3,CRM,2026_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_crm_2026_q4,CRM,2026_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
