registry_id,case_id,ticker_symbol,company_name,fiscal_year,fiscal_quarter,source_type,source_url,source_domain,availability,rights_status,raw_download_allowed,blocked_reason,manual_action,acquisition_method,discovered_timestamp,provenance_hash,notes
ups_2026_q1_sec_edgar_3,ups_2026_q1,UPS,"United Parcel Service, Inc.",2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/UPS/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:16c38a965776dbfe55c4c35671d33d5e01bdb1641b2b2575a35866b2add9d378,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
ups_2026_q1_youtube_metadata_only_4,ups_2026_q1,UPS,"United Parcel Service, Inc.",2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=UPS+United+Parcel+Service%2C+Inc.+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:3d74c28640bb76ac22aec55963d74e01999f254a15f68596b9b955676065aaaa,No YouTube audio or video acquisition is performed.
ups_2026_q1_earnings_platform_5,ups_2026_q1,UPS,"United Parcel Service, Inc.",2026,Q1,earnings_platform,licensed-vendor://blocked/UPS/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:6ae38b451042f72c289bd7c2f4327b37ea99726a89589519e3e65c1ea87886ed,Vendor raw transcript access is blocked by default.
rtx_2026_q1_company_ir_1,rtx_2026_q1,RTX,RTX Corporation,2026,Q1,company_ir,https://investors.rtx.com/,investors.rtx.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:7066e00ea156037c202a8f25076da93daba552e7a7119ceed79053027463dd03,Preferred transcript source when terms allow; this row does not assert transcript availability.
rtx_2026_q1_webcast_provider_2,rtx_2026_q1,RTX,RTX Corporation,2026,Q1,webcast_provider,https://investors.rtx.com/,investors.rtx.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:6cdacd5fc470ad431d77b469231e3ded2757136533db980b2354284038ca9b78,"Audio/webcast replay candidate only; support layer, not canonical transcript."
rtx_2026_q1_sec_edgar_3,rtx_2026_q1,RTX,RTX Corporation,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/RTX/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:90e2bdab5c47961b31f3f99abf9e4e9069db9f63560e1489387dd23367ab9962,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
rtx_2026_q1_youtube_metadata_only_4,rtx_2026_q1,RTX,RTX Corporation,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=RTX+RTX+Corporation+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:778e2c8885d262caa9ae337425cb0e93db09662729d9910e82ff44c7cd4bb602,No YouTube audio or video acquisition is performed.
rtx_2026_q1_earnings_platform_5,rtx_2026_q1,RTX,RTX Corporation,2026,Q1,earnings_platform,licensed-vendor://blocked/RTX/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:afee1f4bf6a76768f74c8a9f02d4bd130899b247992c163611bf3bd6b5604b8f,Vendor raw transcript access is blocked by default.
lmt_2026_q1_company_ir_1,lmt_2026_q1,LMT,Lockheed Martin Corporation,2026,Q1,company_ir,https://investors.lockheedmartin.com/,investors.lockheedmartin.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:385c1c5f50fdc7a8e1f18bb5a6651f20b988fc7cc9502bf305424e97c917f1b6,Preferred transcript source when terms allow; this row does not assert transcript availability.
lmt_2026_q1_webcast_provider_2,lmt_2026_q1,LMT,Lockheed Martin Corporation,2026,Q1,webcast_provider,https://investors.lockheedmartin.com/,investors.lockheedmartin.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:25324ffb9c183d8f3c20b1ab1a092dd653b0bd6055dcd8d005454f8a2da9a481,"Audio/webcast replay candidate only; support layer, not canonical transcript."
lmt_2026_q1_sec_edgar_3,lmt_2026_q1,LMT,Lockheed Martin Corporation,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/LMT/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:a1b1d25cf6adf2d32c8b920889213350b95d9e19e097e16b483708f8aa4e834e,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
lmt_2026_q1_youtube_metadata_only_4,lmt_2026_q1,LMT,Lockheed Martin Corporation,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=LMT+Lockheed+Martin+Corporation+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:06db017be0ea67d94c61b9cc9b9c2da396debd399bfd8c6b173463078ab8daea,No YouTube audio or video acquisition is performed.
lmt_2026_q1_earnings_platform_5,lmt_2026_q1,LMT,Lockheed Martin Corporation,2026,Q1,earnings_platform,licensed-vendor://blocked/LMT/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:bc22f3ad0811515c84fd9025e18d63aaa478caa1ed12de5cf4e7af7d566ab0a5,Vendor raw transcript access is blocked by default.
noc_2026_q1_company_ir_1,noc_2026_q1,NOC,Northrop Grumman Corporation,2026,Q1,company_ir,https://investor.northropgrumman.com/,investor.northropgrumman.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:6f0ca27c13f3a69b9424a6e6df58cacd9298fd95d132b495e5ecbeae30f64a39,Preferred transcript source when terms allow; this row does not assert transcript availability.
noc_2026_q1_webcast_provider_2,noc_2026_q1,NOC,Northrop Grumman Corporation,2026,Q1,webcast_provider,https://investor.northropgrumman.com/,investor.northropgrumman.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:a901b48a23a15ac163201ff6a7d1117ea9a1be7e4e346998454ad08d698aab66,"Audio/webcast replay candidate only; support layer, not canonical transcript."
noc_2026_q1_sec_edgar_3,noc_2026_q1,NOC,Northrop Grumman Corporation,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/NOC/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:2ff9a3e6d0143b4adde9a98861102199d41cdff3a21e9e57ea95f6382d399054,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
noc_2026_q1_youtube_metadata_only_4,noc_2026_q1,NOC,Northrop Grumman Corporation,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=NOC+Northrop+Grumman+Corporation+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:3d1ea6c3e37b99e57621b50253980420fd06a5f1b549ee216e2ea2469b2cd217,No YouTube audio or video acquisition is performed.
noc_2026_q1_earnings_platform_5,noc_2026_q1,NOC,Northrop Grumman Corporation,2026,Q1,earnings_platform,licensed-vendor://blocked/NOC/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:0b603cf3a40cc6da0baa9142d27bd85dd82c83f106240d910383ee222c3376b6,Vendor raw transcript access is blocked by default.
cvx_2026_q1_company_ir_1,cvx_2026_q1,CVX,Chevron Corporation,2026,Q1,company_ir,https://www.chevron.com/investors,chevron.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:1abcc4c6c7fcbfddc3f864c4eb97b8c87bf2f7b87787732640648f7388f86a42,Preferred transcript source when terms allow; this row does not assert transcript availability.
cvx_2026_q1_webcast_provider_2,cvx_2026_q1,CVX,Chevron Corporation,2026,Q1,webcast_provider,https://www.chevron.com/investors,chevron.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:a95bc60145f3e1c8b19ea27bcfcfea2e68855b2468ad6e9706fb8a3d21eb12b3,"Audio/webcast replay candidate only; support layer, not canonical transcript."
cvx_2026_q1_sec_edgar_3,cvx_2026_q1,CVX,Chevron Corporation,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/CVX/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:5a65f383f2560e0b83e34822d6a0071c101a2ad23721e8039447a0f66cdc9f00,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
cvx_2026_q1_youtube_metadata_only_4,cvx_2026_q1,CVX,Chevron Corporation,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=CVX+Chevron+Corporation+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:12f0899cd682075b35e020171d8767b492046c51c2794f824b252af0d8438895,No YouTube audio or video acquisition is performed.
cvx_2026_q1_earnings_platform_5,cvx_2026_q1,CVX,Chevron Corporation,2026,Q1,earnings_platform,licensed-vendor://blocked/CVX/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:09297967acd8af6b1a1375f5e0dd53d861c78cf42146f1f9f5eaec5cc909d5b5,Vendor raw transcript access is blocked by default.
cop_2026_q1_company_ir_1,cop_2026_q1,COP,ConocoPhillips,2026,Q1,company_ir,https://www.conocophillips.com/investor/,conocophillips.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:bf7bdd1a8981ac9f31b91ac43c902e157a55fd4a00e6511af630b36e50c8764d,Preferred transcript source when terms allow; this row does not assert transcript availability.
cop_2026_q1_webcast_provider_2,cop_2026_q1,COP,ConocoPhillips,2026,Q1,webcast_provider,https://www.conocophillips.com/investor/,conocophillips.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:98ac3b90875e2d14837f500e818219fb644dec2c7f10eba209caa0e3203ee4d1,"Audio/webcast replay candidate only; support layer, not canonical transcript."
cop_2026_q1_sec_edgar_3,cop_2026_q1,COP,ConocoPhillips,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/COP/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:e961fd4a021d307edaa34afe8b3e9f4f7c3132dfd63edb83a0183ad98f2b5ac5,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
cop_2026_q1_youtube_metadata_only_4,cop_2026_q1,COP,ConocoPhillips,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=COP+ConocoPhillips+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:c7a5276139ab2fd69d559e8efeb6d990cb3d3c48e0712c07c399315192dfbb3d,No YouTube audio or video acquisition is performed.
cop_2026_q1_earnings_platform_5,cop_2026_q1,COP,ConocoPhillips,2026,Q1,earnings_platform,licensed-vendor://blocked/COP/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:a8468e3d56b2daf313a037c4c1b342c45cb472ebd7f8e2bafd84dc223c430b6f,Vendor raw transcript access is blocked by default.
slb_2026_q1_company_ir_1,slb_2026_q1,SLB,SLB,2026,Q1,company_ir,https://investorcenter.slb.com/,investorcenter.slb.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:79c9ccb82a05df5d993eefa231bd8360a6a00e8a2888a8fb4f25d96b19fb6bd7,Preferred transcript source when terms allow; this row does not assert transcript availability.
slb_2026_q1_webcast_provider_2,slb_2026_q1,SLB,SLB,2026,Q1,webcast_provider,https://investorcenter.slb.com/,investorcenter.slb.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:35287c695d37fb171f8fed87da3c1cc00bf0f57ca92797576055f74eb4447980,"Audio/webcast replay candidate only; support layer, not canonical transcript."
slb_2026_q1_sec_edgar_3,slb_2026_q1,SLB,SLB,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/SLB/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:a668ae0e85383fd6fdec62148a2d510aea3e6571d246ef63715af339bc58810b,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
slb_2026_q1_youtube_metadata_only_4,slb_2026_q1,SLB,SLB,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=SLB+SLB+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:0410acebfe2d7a3ab02679add0a46953d4b6dae1532bebd9116ac8eb03a8f18f,No YouTube audio or video acquisition is performed.
slb_2026_q1_earnings_platform_5,slb_2026_q1,SLB,SLB,2026,Q1,earnings_platform,licensed-vendor://blocked/SLB/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:3b28c2be7b50c787c0f4e2069baa0799bc5271deda8be4605b8983c77bb2bb1f,Vendor raw transcript access is blocked by default.
hal_2026_q1_company_ir_1,hal_2026_q1,HAL,Halliburton Company,2026,Q1,company_ir,https://ir.halliburton.com/,ir.halliburton.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:bf66072bb42e55d8d1df0a58291341c8cc3b40f14a9b46f7047856fdcf9c4d9e,Preferred transcript source when terms allow; this row does not assert transcript availability.
hal_2026_q1_webcast_provider_2,hal_2026_q1,HAL,Halliburton Company,2026,Q1,webcast_provider,https://ir.halliburton.com/,ir.halliburton.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:2829f5773373481312ee1a47f21821feb94dcd067f18b852720ff721541e87e6,"Audio/webcast replay candidate only; support layer, not canonical transcript."
hal_2026_q1_sec_edgar_3,hal_2026_q1,HAL,Halliburton Company,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/HAL/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:e48f28bd0ce090a3b5a0c48ec4a51bb763fb0bdb9f1bd8d0bd2e0c90ab41d372,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
hal_2026_q1_youtube_metadata_only_4,hal_2026_q1,HAL,Halliburton Company,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=HAL+Halliburton+Company+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:8c457cebf790d710319fbdfc2e73b5e59f1bcb5855a93e8be0c1f8cdb28355d9,No YouTube audio or video acquisition is performed.
hal_2026_q1_earnings_platform_5,hal_2026_q1,HAL,Halliburton Company,2026,Q1,earnings_platform,licensed-vendor://blocked/HAL/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:a7e6f128503db2d7d6326f07e6ccfa2f25b05cf80fe1101ed09e3d5a9ecb05fa,Vendor raw transcript access is blocked by default.
pg_2026_q1_company_ir_1,pg_2026_q1,PG,The Procter & Gamble Company,2026,Q1,company_ir,https://www.pginvestor.com/,pginvestor.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:5e3fec2330b97d42c69a3ea18e739b53d47d3b97118d5d9f58ddce538a30ce2d,Preferred transcript source when terms allow; this row does not assert transcript availability.
pg_2026_q1_webcast_provider_2,pg_2026_q1,PG,The Procter & Gamble Company,2026,Q1,webcast_provider,https://www.pginvestor.com/,pginvestor.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:7ce9545d1c5c651ead6927837b647d17cc7123cf169cd0d08ac96eb54077789c,"Audio/webcast replay candidate only; support layer, not canonical transcript."
pg_2026_q1_sec_edgar_3,pg_2026_q1,PG,The Procter & Gamble Company,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/PG/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:a02b6dbe122a8bcc4a660bc41254eef4e3accf0a89c5aa68603b8edcdde0b42a,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
pg_2026_q1_youtube_metadata_only_4,pg_2026_q1,PG,The Procter & Gamble Company,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=PG+The+Procter+%26+Gamble+Company+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:2512e076b7101eb46d9f916527f3a4fc156f171c2d5e4c05a4d013d60a34c221,No YouTube audio or video acquisition is performed.
pg_2026_q1_earnings_platform_5,pg_2026_q1,PG,The Procter & Gamble Company,2026,Q1,earnings_platform,licensed-vendor://blocked/PG/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:44174f64c7716e000b468bd140b9f1583618dca0339cbf49d9ebbc39d5351e81,Vendor raw transcript access is blocked by default.
cl_2026_q1_company_ir_1,cl_2026_q1,CL,Colgate-Palmolive Company,2026,Q1,company_ir,https://investor.colgatepalmolive.com/,investor.colgatepalmolive.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:f2c39982e6243208e2b2c4fe530817b06cad949b91242f6c63a70adcb9e2db11,Preferred transcript source when terms allow; this row does not assert transcript availability.
cl_2026_q1_webcast_provider_2,cl_2026_q1,CL,Colgate-Palmolive Company,2026,Q1,webcast_provider,https://investor.colgatepalmolive.com/,investor.colgatepalmolive.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:d93256ec7a50d91a0ef4a12a5224e942242d34008b6901db082714872d9ddcc8,"Audio/webcast replay candidate only; support layer, not canonical transcript."
cl_2026_q1_sec_edgar_3,cl_2026_q1,CL,Colgate-Palmolive Company,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/CL/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:56907a27c40bd68f0a158ab31f3936fa537346c3605e42dc77abf1510e38f1fd,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
cl_2026_q1_youtube_metadata_only_4,cl_2026_q1,CL,Colgate-Palmolive Company,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=CL+Colgate-Palmolive+Company+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:4ac894be9672c992891f0761359aa08ecf57fb6dc05db29d0425c9e0be04299c,No YouTube audio or video acquisition is performed.
cl_2026_q1_earnings_platform_5,cl_2026_q1,CL,Colgate-Palmolive Company,2026,Q1,earnings_platform,licensed-vendor://blocked/CL/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:e7768784e10ada2b4d7f1813b39755290c76413ff6435d67cd270754e8da23b6,Vendor raw transcript access is blocked by default.
kmb_2026_q1_company_ir_1,kmb_2026_q1,KMB,Kimberly-Clark Corporation,2026,Q1,company_ir,https://investor.kimberly-clark.com/,investor.kimberly-clark.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:57e4f0331621e04bcd143ee96eccaa27e5d5ff5ffb03f0380d1fe16f171621b3,Preferred transcript source when terms allow; this row does not assert transcript availability.
kmb_2026_q1_webcast_provider_2,kmb_2026_q1,KMB,Kimberly-Clark Corporation,2026,Q1,webcast_provider,https://investor.kimberly-clark.com/,investor.kimberly-clark.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:cc1144a82e57df4bb628bd6c2991a88abc908c0436d6327645acb0940cb7ba7b,"Audio/webcast replay candidate only; support layer, not canonical transcript."
kmb_2026_q1_sec_edgar_3,kmb_2026_q1,KMB,Kimberly-Clark Corporation,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/KMB/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:33e076aae86a65196e43b81cda49e87da723ed3955f97dc631867bb09d564306,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
kmb_2026_q1_youtube_metadata_only_4,kmb_2026_q1,KMB,Kimberly-Clark Corporation,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=KMB+Kimberly-Clark+Corporation+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:428125842cc8761fab5d971b251f260b4c36c127c7b63627e1b6e701b838576f,No YouTube audio or video acquisition is performed.
kmb_2026_q1_earnings_platform_5,kmb_2026_q1,KMB,Kimberly-Clark Corporation,2026,Q1,earnings_platform,licensed-vendor://blocked/KMB/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:745041aa72686b619bb652a771880a818b838434e656107a9fb5928ec350c825,Vendor raw transcript access is blocked by default.
fdx_2026_q1_company_ir_1,fdx_2026_q1,FDX,FedEx Corporation,2026,Q1,company_ir,https://investors.fedex.com/,investors.fedex.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:d1572b184664b50cff29d64c6a2fc0ca75ec0d4f60f0b758cc169c6879bd9429,Preferred transcript source when terms allow; this row does not assert transcript availability.
fdx_2026_q1_webcast_provider_2,fdx_2026_q1,FDX,FedEx Corporation,2026,Q1,webcast_provider,https://investors.fedex.com/,investors.fedex.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:e52f38b9ba65722094cbeabc73626053698c8a881d25c6c95b8384b196b363d9,"Audio/webcast replay candidate only; support layer, not canonical transcript."
