case_id,ticker_symbol,company_name,exchange,fiscal_year,fiscal_quarter,calendar_year,earnings_call_date,transcript_source_url,audio_source_url,video_source_url,transcript_availability,audio_availability,video_availability,source_type,rights_status,priority_tier,local_paths_created,notes,source_domain,discovered_timestamp,acquisition_method,provenance_hash,call_folder
abt_2026_q1,ABT,Abbott Laboratories,NYSE,2026,Q1,2026,2026-04-14,https://www.abbottinvestor.com/,https://www.abbottinvestor.com/,https://www.abbottinvestor.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",abbottinvestor.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:ff4281c0aa7958f191201d8863348f0841a4162ddce2adb791b58c81f638c026,/Users/keith/Desktop/earnings calls 100 samples/ABT_Abbott_Laboratories/2026-04-14_FY2026_Q1
bmy_2026_q1,BMY,Bristol Myers Squibb Company,NYSE,2026,Q1,2026,2026-04-14,https://investor.bms.com/,https://investor.bms.com/,https://investor.bms.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.bms.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:8e50cec46ed93308dc6f859a9a90a991c4bdbbca87b9aac7b09dc007e95a5d01,/Users/keith/Desktop/earnings calls 100 samples/BMY_Bristol_Myers_Squibb_Company/2026-04-14_FY2026_Q1
mdt_2026_q1,MDT,Medtronic plc,NYSE,2026,Q1,2026,2026-04-14,https://investorrelations.medtronic.com/,https://investorrelations.medtronic.com/,https://investorrelations.medtronic.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investorrelations.medtronic.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:228859b13fcb887071f019a387832657946cd7766a466320051b68802b832b54,/Users/keith/Desktop/earnings calls 100 samples/MDT_Medtronic_plc/2026-04-14_FY2026_Q1
tmo_2026_q1,TMO,Thermo Fisher Scientific Inc.,NYSE,2026,Q1,2026,2026-04-14,https://ir.thermofisher.com/,https://ir.thermofisher.com/,https://ir.thermofisher.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.thermofisher.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:858ffef7b8ace6a06991336a0cdf864ce22fcb11da56fc68caddbc989a023773,/Users/keith/Desktop/earnings calls 100 samples/TMO_Thermo_Fisher_Scientific_Inc/2026-04-14_FY2026_Q1
dhr_2026_q1,DHR,Danaher Corporation,NYSE,2026,Q1,2026,2026-04-14,https://investors.danaher.com/,https://investors.danaher.com/,https://investors.danaher.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.danaher.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:50de0d19f0df597a4b28a473b757131ead95748bcd283fb2d7eb99ff8c6754d9,/Users/keith/Desktop/earnings calls 100 samples/DHR_Danaher_Corporation/2026-04-14_FY2026_Q1
el_2026_q1,EL,The Estee Lauder Companies Inc.,NYSE,2026,Q1,2026,2026-04-14,https://www.elcompanies.com/en/investors,https://www.elcompanies.com/en/investors,https://www.elcompanies.com/en/investors,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",elcompanies.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:eaa161dfcd030248f75464b89a650664b9b8b79e54d817df8a75f41273df4f38,/Users/keith/Desktop/earnings calls 100 samples/EL_The_Estee_Lauder_Companies_Inc/2026-04-14_FY2026_Q1
jpm_2025_q4,JPM,JPMorgan Chase & Co.,NYSE,2025,Q4,2026,2026-01-14,https://www.jpmorganchase.com/ir,https://www.jpmorganchase.com/ir,https://www.jpmorganchase.com/ir,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",jpmorganchase.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:8cdf7979eb0c054a8466996b57405a51c0fa5ed6fb7aac1c11183bc48edd9b4a,/Users/keith/Desktop/earnings calls 100 samples/JPM_JPMorgan_Chase_Co/2026-01-14_FY2025_Q4
wmt_2025_q4,WMT,Walmart Inc.,NYSE,2025,Q4,2026,2026-01-14,https://stock.walmart.com/,https://stock.walmart.com/,https://stock.walmart.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",stock.walmart.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:55c44393ed59fcb3f9edab10aaef1d58e0e8cfa8ee63ce6c0a42a9cbff6c0a28,/Users/keith/Desktop/earnings calls 100 samples/WMT_Walmart_Inc/2026-01-14_FY2025_Q4
hd_2025_q4,HD,"The Home Depot, Inc.",NYSE,2025,Q4,2026,2026-01-14,https://ir.homedepot.com/,https://ir.homedepot.com/,https://ir.homedepot.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.homedepot.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:e65934e0dcdfeb3cc39e85fe372d6cdf94cfc54e808ee1205ca92ad5b41533de,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/2026-01-14_FY2025_Q4
jnj_2025_q4,JNJ,Johnson & Johnson,NYSE,2025,Q4,2026,2026-01-14,https://www.investor.jnj.com/,https://www.investor.jnj.com/,https://www.investor.jnj.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.jnj.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:a2e5b7cf55aad45b9c89a4b7dc8d056eb5c95753044d2e31beb3a41fb1457138,/Users/keith/Desktop/earnings calls 100 samples/JNJ_Johnson_Johnson/2026-01-14_FY2025_Q4
xom_2025_q4,XOM,Exxon Mobil Corporation,NYSE,2025,Q4,2026,2026-01-14,https://corporate.exxonmobil.com/investors,https://corporate.exxonmobil.com/investors,https://corporate.exxonmobil.com/investors,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",corporate.exxonmobil.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:b8559a38f9e2398863d37af3e576ff2162fbbf68e0aa6050a04046ff60d1ca9a,/Users/keith/Desktop/earnings calls 100 samples/XOM_Exxon_Mobil_Corporation/2026-01-14_FY2025_Q4
bac_2025_q4,BAC,Bank of America Corporation,NYSE,2025,Q4,2026,2026-01-14,https://investor.bankofamerica.com/,https://investor.bankofamerica.com/,https://investor.bankofamerica.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.bankofamerica.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:e36cdf59829f7bca64118ea1d1c78368f3cdb18438db7de93768a8c658862811,/Users/keith/Desktop/earnings calls 100 samples/BAC_Bank_of_America_Corporation/2026-01-14_FY2025_Q4
gs_2025_q4,GS,"The Goldman Sachs Group, Inc.",NYSE,2025,Q4,2026,2026-01-14,https://www.goldmansachs.com/investor-relations/,https://www.goldmansachs.com/investor-relations/,https://www.goldmansachs.com/investor-relations/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",goldmansachs.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:a4e240b7bcad5de9fcc6a8f0234bc8c3b98cc87d1979d5bcbc56646a873e7a90,/Users/keith/Desktop/earnings calls 100 samples/GS_The_Goldman_Sachs_Group_Inc/2026-01-14_FY2025_Q4
ms_2025_q4,MS,Morgan Stanley,NYSE,2025,Q4,2026,2026-01-14,https://www.morganstanley.com/about-us-ir,https://www.morganstanley.com/about-us-ir,https://www.morganstanley.com/about-us-ir,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",morganstanley.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:f50ffe91586cd6a3c2a1d4c6756eef01c8d6c20c122eb1c02cd45fc03df59a15,/Users/keith/Desktop/earnings calls 100 samples/MS_Morgan_Stanley/2026-01-14_FY2025_Q4
blk_2025_q4,BLK,"BlackRock, Inc.",NYSE,2025,Q4,2026,2026-01-14,https://ir.blackrock.com/,https://ir.blackrock.com/,https://ir.blackrock.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.blackrock.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:33f15682272854f05152df58e0a165ce45269f2c87ea44adf4fb9d5ffdddc649,/Users/keith/Desktop/earnings calls 100 samples/BLK_BlackRock_Inc/2026-01-14_FY2025_Q4
axp_2025_q4,AXP,American Express Company,NYSE,2025,Q4,2026,2026-01-14,https://ir.americanexpress.com/,https://ir.americanexpress.com/,https://ir.americanexpress.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.americanexpress.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:2a32af9c405820a2dc440fd9dec2c9c0ef4f376718bc21dd905f2f140cf25cf8,/Users/keith/Desktop/earnings calls 100 samples/AXP_American_Express_Company/2026-01-14_FY2025_Q4
ibm_2025_q4,IBM,International Business Machines Corporation,NYSE,2025,Q4,2026,2026-01-14,https://www.ibm.com/investor,https://www.ibm.com/investor,https://www.ibm.com/investor,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ibm.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:ce2865e5de0b9ad4afd158eaa29d7a30dc62a7541fd4e0714a464b55b184c38d,/Users/keith/Desktop/earnings calls 100 samples/IBM_International_Business_Machines_Corporation/2026-01-14_FY2025_Q4
lly_2025_q4,LLY,Eli Lilly and Company,NYSE,2025,Q4,2026,2026-01-14,https://investor.lilly.com/,https://investor.lilly.com/,https://investor.lilly.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.lilly.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:103e6b4b5652cd566d23a6dcfedf4f66c52d7ef3a4d68ccce48648f1f2a29789,/Users/keith/Desktop/earnings calls 100 samples/LLY_Eli_Lilly_and_Company/2026-01-14_FY2025_Q4
mrk_2025_q4,MRK,"Merck & Co., Inc.",NYSE,2025,Q4,2026,2026-01-14,https://www.merck.com/investor-relations/,https://www.merck.com/investor-relations/,https://www.merck.com/investor-relations/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",merck.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:ed887f29ab01cae90d5cfb894d98ef473eaa7f3e4929df3be5361d56ec218587,/Users/keith/Desktop/earnings calls 100 samples/MRK_Merck_Co_Inc/2026-01-14_FY2025_Q4
pfe_2025_q4,PFE,Pfizer Inc.,NYSE,2025,Q4,2026,2026-01-14,https://investors.pfizer.com/,https://investors.pfizer.com/,https://investors.pfizer.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.pfizer.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:12d9e6ee691e37e13c7aff8e2781e097d465ec8f63f2ce4c9eb5715438e610ee,/Users/keith/Desktop/earnings calls 100 samples/PFE_Pfizer_Inc/2026-01-14_FY2025_Q4
unh_2025_q4,UNH,UnitedHealth Group Incorporated,NYSE,2025,Q4,2026,2026-01-14,https://www.unitedhealthgroup.com/investors.html,https://www.unitedhealthgroup.com/investors.html,https://www.unitedhealthgroup.com/investors.html,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",unitedhealthgroup.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:12f5d4707a0c0545b41dd024c80d62c4eefe9a35429ae9d9c620f250d22a196f,/Users/keith/Desktop/earnings calls 100 samples/UNH_UnitedHealth_Group_Incorporated/2026-01-14_FY2025_Q4
cvs_2025_q4,CVS,CVS Health Corporation,NYSE,2025,Q4,2026,2026-01-14,https://investors.cvshealth.com/,https://investors.cvshealth.com/,https://investors.cvshealth.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.cvshealth.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:156713dd3386fd0688edb0ec80d8f317eeca3b7d0f2f25dbd6e3ebaaf7e060b7,/Users/keith/Desktop/earnings calls 100 samples/CVS_CVS_Health_Corporation/2026-01-14_FY2025_Q4
ba_2025_q4,BA,The Boeing Company,NYSE,2025,Q4,2026,2026-01-14,https://investors.boeing.com/,https://investors.boeing.com/,https://investors.boeing.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.boeing.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:7f48a26029f2567a5f66bfdeb3613fc1008a34e3f0c24b2db1cbe67d526cad69,/Users/keith/Desktop/earnings calls 100 samples/BA_The_Boeing_Company/2026-01-14_FY2025_Q4
cat_2025_q4,CAT,Caterpillar Inc.,NYSE,2025,Q4,2026,2026-01-14,https://investors.caterpillar.com/,https://investors.caterpillar.com/,https://investors.caterpillar.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.caterpillar.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:9940f5604db96e7d5f8fbbe6b5dd49cbc80305600391ba55155422463e638d9f,/Users/keith/Desktop/earnings calls 100 samples/CAT_Caterpillar_Inc/2026-01-14_FY2025_Q4
de_2025_q4,DE,Deere & Company,NYSE,2025,Q4,2026,2026-01-14,https://investor.deere.com/,https://investor.deere.com/,https://investor.deere.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.deere.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:12b804650f74942587ab93077e7430e9c1674de95f9734c844c0f8158ac2f691,/Users/keith/Desktop/earnings calls 100 samples/DE_Deere_Company/2026-01-14_FY2025_Q4
ge_2025_q4,GE,GE Aerospace,NYSE,2025,Q4,2026,2026-01-14,https://www.geaerospace.com/investors,https://www.geaerospace.com/investors,https://www.geaerospace.com/investors,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",geaerospace.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:ac461eda1436a1cf9c72febc988997d128088fd7d9e997121a60d4c424cff2ef,/Users/keith/Desktop/earnings calls 100 samples/GE_GE_Aerospace/2026-01-14_FY2025_Q4
ko_2025_q4,KO,The Coca-Cola Company,NYSE,2025,Q4,2026,2026-01-14,https://investors.coca-colacompany.com/,https://investors.coca-colacompany.com/,https://investors.coca-colacompany.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.coca-colacompany.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:ab90bac777ecbbd97a4f1599fee8b531392139f293a6489c3b452159145f91ea,/Users/keith/Desktop/earnings calls 100 samples/KO_The_Coca_Cola_Company/2026-01-14_FY2025_Q4
mcd_2025_q4,MCD,McDonald's Corporation,NYSE,2025,Q4,2026,2026-01-14,https://corporate.mcdonalds.com/corpmcd/investors.html,https://corporate.mcdonalds.com/corpmcd/investors.html,https://corporate.mcdonalds.com/corpmcd/investors.html,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",corporate.mcdonalds.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:bf65085f59e3c274cd06fa8b43550e562f47e477abc6e6ff432c7eed69289c21,/Users/keith/Desktop/earnings calls 100 samples/MCD_McDonald_s_Corporation/2026-01-14_FY2025_Q4
nke_2025_q4,NKE,"NIKE, Inc.",NYSE,2025,Q4,2026,2026-01-14,https://investors.nike.com/,https://investors.nike.com/,https://investors.nike.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.nike.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:b46b4e2716a88f46d7cf8b9fabac05aceb48b3c4076ef2d05ef588d3f751dfe3,/Users/keith/Desktop/earnings calls 100 samples/NKE_NIKE_Inc/2026-01-14_FY2025_Q4
dis_2025_q4,DIS,The Walt Disney Company,NYSE,2025,Q4,2026,2026-01-14,https://thewaltdisneycompany.com/investor-relations/,https://thewaltdisneycompany.com/investor-relations/,https://thewaltdisneycompany.com/investor-relations/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",thewaltdisneycompany.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:502647745858f07854db9544ea188e36309dbfc354e087e68687b74bb48b7f34,/Users/keith/Desktop/earnings calls 100 samples/DIS_The_Walt_Disney_Company/2026-01-14_FY2025_Q4
t_2025_q4,T,AT&T Inc.,NYSE,2025,Q4,2026,2026-01-14,https://investors.att.com/,https://investors.att.com/,https://investors.att.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.att.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:581da559451c1c612826aa349175d5a08da8d3987a0976b4108161dfc72a81e8,/Users/keith/Desktop/earnings calls 100 samples/T_AT_T_Inc/2026-01-14_FY2025_Q4
low_2025_q4,LOW,"Lowe's Companies, Inc.",NYSE,2025,Q4,2026,2026-01-14,https://corporate.lowes.com/investors,https://corporate.lowes.com/investors,https://corporate.lowes.com/investors,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",corporate.lowes.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:53bbb03bd46ec09491dd74ae39dc02a3f8200a54a738b986d31bdd2b8e122b6d,/Users/keith/Desktop/earnings calls 100 samples/LOW_Lowe_s_Companies_Inc/2026-01-14_FY2025_Q4
ups_2025_q4,UPS,"United Parcel Service, Inc.",NYSE,2025,Q4,2026,2026-01-14,https://investors.ups.com/,https://investors.ups.com/,https://investors.ups.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.ups.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:af976c35f020aea7a066566ec02f4b72118e680680068a48166a66b217c12d44,/Users/keith/Desktop/earnings calls 100 samples/UPS_United_Parcel_Service_Inc/2026-01-14_FY2025_Q4
rtx_2025_q4,RTX,RTX Corporation,NYSE,2025,Q4,2026,2026-01-14,https://investors.rtx.com/,https://investors.rtx.com/,https://investors.rtx.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.rtx.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:912ca7917adbd2df978895e326f0465d890161aac60ea994bf2dab1a55c0c213,/Users/keith/Desktop/earnings calls 100 samples/RTX_RTX_Corporation/2026-01-14_FY2025_Q4
lmt_2025_q4,LMT,Lockheed Martin Corporation,NYSE,2025,Q4,2026,2026-01-14,https://investors.lockheedmartin.com/,https://investors.lockheedmartin.com/,https://investors.lockheedmartin.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.lockheedmartin.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:afa67b3e723dd0892e33bb19a7c18da9fbde674ad503dbce2addc77e4888a53c,/Users/keith/Desktop/earnings calls 100 samples/LMT_Lockheed_Martin_Corporation/2026-01-14_FY2025_Q4
noc_2025_q4,NOC,Northrop Grumman Corporation,NYSE,2025,Q4,2026,2026-01-14,https://investor.northropgrumman.com/,https://investor.northropgrumman.com/,https://investor.northropgrumman.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.northropgrumman.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:cfe87bc5c92f0956583ed3f8f7e56d13b4e5e1abcbc2065fba8dc49e06344a88,/Users/keith/Desktop/earnings calls 100 samples/NOC_Northrop_Grumman_Corporation/2026-01-14_FY2025_Q4
cvx_2025_q4,CVX,Chevron Corporation,NYSE,2025,Q4,2026,2026-01-14,https://www.chevron.com/investors,https://www.chevron.com/investors,https://www.chevron.com/investors,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",chevron.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:cb23fcca3b9321fe5a729468ea78acffe45b70a6bef306139ca9ab98496de9af,/Users/keith/Desktop/earnings calls 100 samples/CVX_Chevron_Corporation/2026-01-14_FY2025_Q4
cop_2025_q4,COP,ConocoPhillips,NYSE,2025,Q4,2026,2026-01-14,https://www.conocophillips.com/investor/,https://www.conocophillips.com/investor/,https://www.conocophillips.com/investor/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",conocophillips.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:448a845a5e587743ee2ef3719b25c009b0e947a575d71677ca0f1858dfe8a50f,/Users/keith/Desktop/earnings calls 100 samples/COP_ConocoPhillips/2026-01-14_FY2025_Q4
slb_2025_q4,SLB,SLB,NYSE,2025,Q4,2026,2026-01-14,https://investorcenter.slb.com/,https://investorcenter.slb.com/,https://investorcenter.slb.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investorcenter.slb.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:cd3adb5cef07575d5bc373dd227fb16b150db4df80a0363eaf94e22f5aa9f50a,/Users/keith/Desktop/earnings calls 100 samples/SLB_SLB/2026-01-14_FY2025_Q4
hal_2025_q4,HAL,Halliburton Company,NYSE,2025,Q4,2026,2026-01-14,https://ir.halliburton.com/,https://ir.halliburton.com/,https://ir.halliburton.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.halliburton.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:2c5d9ed83556f5786241b5d12cc6237bebdcbf8504ccbd22ef4beaabb3bbe7bd,/Users/keith/Desktop/earnings calls 100 samples/HAL_Halliburton_Company/2026-01-14_FY2025_Q4
pg_2025_q4,PG,The Procter & Gamble Company,NYSE,2025,Q4,2026,2026-01-14,https://www.pginvestor.com/,https://www.pginvestor.com/,https://www.pginvestor.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",pginvestor.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:ec70d063ccd71a776bbc25fa0617efa5737a8d932b60544d6a5b315f7c346e7d,/Users/keith/Desktop/earnings calls 100 samples/PG_The_Procter_Gamble_Company/2026-01-14_FY2025_Q4
cl_2025_q4,CL,Colgate-Palmolive Company,NYSE,2025,Q4,2026,2026-01-14,https://investor.colgatepalmolive.com/,https://investor.colgatepalmolive.com/,https://investor.colgatepalmolive.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.colgatepalmolive.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:17296f6d0e874785dc68b2db0f7961a5f469f881fd51fd9ba298a1ec7c0b6ea1,/Users/keith/Desktop/earnings calls 100 samples/CL_Colgate_Palmolive_Company/2026-01-14_FY2025_Q4
kmb_2025_q4,KMB,Kimberly-Clark Corporation,NYSE,2025,Q4,2026,2026-01-14,https://investor.kimberly-clark.com/,https://investor.kimberly-clark.com/,https://investor.kimberly-clark.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.kimberly-clark.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:7fffe63a4f1d7abcdd890093d91dfa2af2bca6be29e0e7f4c5f59ff7134aab8c,/Users/keith/Desktop/earnings calls 100 samples/KMB_Kimberly_Clark_Corporation/2026-01-14_FY2025_Q4
fdx_2025_q4,FDX,FedEx Corporation,NYSE,2025,Q4,2026,2026-01-14,https://investors.fedex.com/,https://investors.fedex.com/,https://investors.fedex.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.fedex.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:a012d528c8b891b352f08647deb44e856f48f54816bb1c1b5424c2ff24aa1081,/Users/keith/Desktop/earnings calls 100 samples/FDX_FedEx_Corporation/2026-01-14_FY2025_Q4
dal_2025_q4,DAL,"Delta Air Lines, Inc.",NYSE,2025,Q4,2026,2026-01-14,https://ir.delta.com/,https://ir.delta.com/,https://ir.delta.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.delta.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:4ef7d0dd7a15f2237daed2d57f1ee79fd66988c9690296d6f55d6e5f6c53cc39,/Users/keith/Desktop/earnings calls 100 samples/DAL_Delta_Air_Lines_Inc/2026-01-14_FY2025_Q4
