source_id,case_id,ticker,company_name,fiscal_year,fiscal_quarter,asset_type,source_type,source_url,source_domain,rights_status,blocked_reason,allow_download,allow_eval_use,allow_training_use,commit_allowed,manual_approval_required,approval_ref,approved_by,approved_at,license_config_ref,explicit_training_rights_ref,source_terms_checked,robots_checked,review_priority,next_action,provenance_hash
src_e40a8012d62d91892,aon_2024_q4,AON,Aon plc,2024,Q4,audio,official_ir,https://investors.aon.com/,investors.aon.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:601632c25c934af02369ccddb6a958632facb36212a6d6bea9ca0622c649f569
src_99b135990f3ee4d36,aig_2024_q4,AIG,"American International Group, Inc.",2024,Q4,transcript,official_ir,https://www.aig.com/investor-relations,www.aig.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:46b4f54c54ba2504ec90ce7f059adc5f623defe4528f308fba2adf2cde3d747a
src_70e5876598664e78f,aig_2024_q4,AIG,"American International Group, Inc.",2024,Q4,audio,official_ir,https://www.aig.com/investor-relations,www.aig.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:ccb1c201279fa517f4c0b0d6a53fc4331839b2406a2e92d0aeee6e6517d69189
src_f6739989713d1063e,met_2024_q4,MET,"MetLife, Inc.",2024,Q4,transcript,official_ir,https://investor.metlife.com/,investor.metlife.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:956101e6d6ca612d26c92327a8435bf17c3b07822ac76d26feb8256b2ba63f80
src_cbb4337b1835037d7,met_2024_q4,MET,"MetLife, Inc.",2024,Q4,audio,official_ir,https://investor.metlife.com/,investor.metlife.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:53115667515b085a3bbfbc7285d77b1640f43a81b5a31b6280c330c22677dbe1
src_36f07fcc52314f8c8,pru_2024_q4,PRU,"Prudential Financial, Inc.",2024,Q4,transcript,official_ir,https://www.investor.prudential.com/,www.investor.prudential.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:81fdd93d94909399161e8b6914ea2610a284ab2c000870a65929b429cf2aedab
src_241a01cf5de0c30f1,pru_2024_q4,PRU,"Prudential Financial, Inc.",2024,Q4,audio,official_ir,https://www.investor.prudential.com/,www.investor.prudential.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:f4f93e20104ac0b5d0b0c04856a7319a20fda317fc958f7b373e4dfebc9e6e9c
src_d8b53f67aa0180479,trv_2024_q4,TRV,"The Travelers Companies, Inc.",2024,Q4,transcript,official_ir,https://investor.travelers.com/,investor.travelers.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:46d52d39606cd4626344c2ea80da1a12ab46c652bfb3cc0b7ae286a68208cb78
src_07b2a3009a164008c,trv_2024_q4,TRV,"The Travelers Companies, Inc.",2024,Q4,audio,official_ir,https://investor.travelers.com/,investor.travelers.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:be4f6834a95bf3964aad6a837b8554d60762fa6379597c1ea148641484f48399
src_a197a029faed11f10,cb_2024_q4,CB,Chubb Limited,2024,Q4,transcript,official_ir,https://investors.chubb.com/,investors.chubb.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:ffe5b4772054db9bec14bca651025caf25d13360fcfcdd51c95e7306d3fecf84
src_81fdc2052623cd837,cb_2024_q4,CB,Chubb Limited,2024,Q4,audio,official_ir,https://investors.chubb.com/,investors.chubb.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:2511af8bd1fe057f83653aa6dae2fc281ae72cfd80400f201169c5db92985fca
src_2f7891052640a45d6,jnj_2024_q4,JNJ,Johnson & Johnson,2024,Q4,transcript,official_ir,https://www.investor.jnj.com/,www.investor.jnj.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:9fe5cbe621a90a9d6700835912a903b6fa863ac628cb21dcc3d6c26c2b1fd040
src_a416c6e28065ba25b,jnj_2024_q4,JNJ,Johnson & Johnson,2024,Q4,audio,official_ir,https://www.investor.jnj.com/,www.investor.jnj.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:209139d2b2305954ea50ca51a1ccfaeab517f44e5d6020a6cc4308bbf10d6bfe
src_721053780cc696cdb,lly_2024_q4,LLY,Eli Lilly and Company,2024,Q4,transcript,official_ir,https://investor.lilly.com/,investor.lilly.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:e8cb8ebad4008e11f683a00681eaedd2119485e4f89573db6214a794788b59a7
src_83752b2116d25f3dc,lly_2024_q4,LLY,Eli Lilly and Company,2024,Q4,audio,official_ir,https://investor.lilly.com/,investor.lilly.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:8cdd879bd164db72ce1623f3c89c4feb773473ff61395a3ca61bf276aed49c81
src_ddadb4312f6c691e7,mrk_2024_q4,MRK,"Merck & Co., Inc.",2024,Q4,transcript,official_ir,https://www.merck.com/investor-relations/,www.merck.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:6b4ae6659b1bcf3e88640e7dd2e887a88ab27dd6c4f6b8ac420c3c046b688a51
src_820be0e33bdb189d5,mrk_2024_q4,MRK,"Merck & Co., Inc.",2024,Q4,audio,official_ir,https://www.merck.com/investor-relations/,www.merck.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:42076c9678ff2e9124eb744296e8a93eebc49db8bc8b4624a40d8bf30831743e
src_23fe6ab0f3d32a671,pfe_2024_q4,PFE,Pfizer Inc.,2024,Q4,transcript,official_ir,https://investors.pfizer.com/,investors.pfizer.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:47b8ce16d5fc59202ba59f8c15c48dedf9bc094e3197c074879b11b503ef7907
src_df4689a16b77c2eed,pfe_2024_q4,PFE,Pfizer Inc.,2024,Q4,audio,official_ir,https://investors.pfizer.com/,investors.pfizer.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:b1db926d271ea88eff444a63507ffaa8e6e3ba1096d8988243e9bdd88cea8a47
src_0237297d411f98e8d,unh_2024_q4,UNH,UnitedHealth Group Incorporated,2024,Q4,transcript,official_ir,https://www.unitedhealthgroup.com/investors.html,www.unitedhealthgroup.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:a5236304b33da94b0f3b1d618685ec4acc7afe61176b45a7be6fa8ab7496c912
src_6da2bc326ff795191,unh_2024_q4,UNH,UnitedHealth Group Incorporated,2024,Q4,audio,official_ir,https://www.unitedhealthgroup.com/investors.html,www.unitedhealthgroup.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:23d04ff2c1569f73b01680c34f5ac1f8df1b010cea01927394028c81477ca935
src_25a1a356772c37250,cvs_2024_q4,CVS,CVS Health Corporation,2024,Q4,transcript,official_ir,https://investors.cvshealth.com/,investors.cvshealth.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:db6a92eb33593e2240fcb3d9e797665f356730f89a262a9ddb8396562aa1ad7e
src_7bf664545f9dcf4dd,cvs_2024_q4,CVS,CVS Health Corporation,2024,Q4,audio,official_ir,https://investors.cvshealth.com/,investors.cvshealth.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:15158bfd842bffacf6edee269aeab3186027ed4bdf0581d87f60bb92152ec464
src_2a5b1b3395dd8a270,abt_2024_q4,ABT,Abbott Laboratories,2024,Q4,transcript,official_ir,https://www.abbottinvestor.com/,www.abbottinvestor.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:5da1d104539a49fd681e310f118ba1bf8788fc24836eefa2252950cd0b174ac8
src_a73613fbf54059085,abt_2024_q4,ABT,Abbott Laboratories,2024,Q4,audio,official_ir,https://www.abbottinvestor.com/,www.abbottinvestor.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:2623774abdeaeb97be44a413bb469ae0522441aa48b18f662e74504885f55102
src_020fd65f4a18934d7,bmy_2024_q4,BMY,Bristol Myers Squibb Company,2024,Q4,transcript,official_ir,https://investors.bms.com/,investors.bms.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:e8869aa2d3ef32b803e262ed428de0c921feab46f72e87a5c019a5d0aa8f5304
src_01b165fa937fb0494,bmy_2024_q4,BMY,Bristol Myers Squibb Company,2024,Q4,audio,official_ir,https://investors.bms.com/,investors.bms.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:922fa3e6e4c2590b72cdc6e140362b7bf53d1cf3e664ca5e27c6037ad1f75fb7
src_50dacb0750cc19848,mdt_2024_q4,MDT,Medtronic plc,2024,Q4,transcript,official_ir,https://investorrelations.medtronic.com/,investorrelations.medtronic.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:64f0e1751174261aebd613aebc5f2a9106cce82f416e90f27c263f436c07c02e
src_039d81795d8714d7f,mdt_2024_q4,MDT,Medtronic plc,2024,Q4,audio,official_ir,https://investorrelations.medtronic.com/,investorrelations.medtronic.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:6926c0cc9271853b2d1c6dfad35423a1cd9c107d3c50f339778774db01fe0ec2
src_9ea2f4c7456d2d37d,tmo_2024_q4,TMO,Thermo Fisher Scientific Inc.,2024,Q4,transcript,official_ir,https://ir.thermofisher.com/,ir.thermofisher.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:76651b122545216fa554f39a866db06a4643e2e156bdcf630022de2866e91875
src_090da2cad33f7a95b,tmo_2024_q4,TMO,Thermo Fisher Scientific Inc.,2024,Q4,audio,official_ir,https://ir.thermofisher.com/,ir.thermofisher.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:e2a9d67374fa93efa0eaf0fb13971ce7464ccbc70aebb364d8fc845e8e23dc0e
src_a91ccee2901da50b2,dhr_2024_q4,DHR,Danaher Corporation,2024,Q4,transcript,official_ir,https://investors.danaher.com/,investors.danaher.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:2110f4b68c0976352eabfdb79c965a15afd8d95bd9e79cd49e6b1ea8f967b4ee
src_dc1c9f3f19ca05f02,dhr_2024_q4,DHR,Danaher Corporation,2024,Q4,audio,official_ir,https://investors.danaher.com/,investors.danaher.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:004f44485607b13bcac4b18d0c2cb5f131df0f70256ea3f3ca6316defc93568c
src_7ab52673f7fd3bf05,bdx_2024_q4,BDX,"Becton, Dickinson and Company",2024,Q4,transcript,official_ir,https://investors.bd.com/,investors.bd.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:92bca9c0b81966ed9dfca4da9d516c6dd22f6612a33709140ebb8a841df1046c
src_2f25d3505cb17e1e6,bdx_2024_q4,BDX,"Becton, Dickinson and Company",2024,Q4,audio,official_ir,https://investors.bd.com/,investors.bd.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:315bc25a31c14adbd6420a79c61e75b3a6fdae7624625422fb9cee1c03b018e0
src_0a7711b80cf3ecb17,ci_2024_q4,CI,The Cigna Group,2024,Q4,transcript,official_ir,https://investors.thecignagroup.com/,investors.thecignagroup.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:b9f87d60ff18d90b057a44d9e2463f417ccf0e8fa31a6448261e27fc3cb5de31
src_117449e5eb8f8b18e,ci_2024_q4,CI,The Cigna Group,2024,Q4,audio,official_ir,https://investors.thecignagroup.com/,investors.thecignagroup.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:f0390487c944b1d47662ae832a39c09915ca9b202fd19a0c4688620b58802d37
src_5bbff7da85719f397,hca_2024_q4,HCA,"HCA Healthcare, Inc.",2024,Q4,transcript,official_ir,https://investor.hcahealthcare.com/,investor.hcahealthcare.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:7ca5f7be7068d7e231d3e794d52ac5c67809c6562b4638f289ffb612381bee21
src_dc1eca1b6c1a5f30d,hca_2024_q4,HCA,"HCA Healthcare, Inc.",2024,Q4,audio,official_ir,https://investor.hcahealthcare.com/,investor.hcahealthcare.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:5831246ec7078565e5f18b208e84d32c3c8356d50f8e9fdfd1cb11e2b275d4eb
src_8bce88993a261e20a,syk_2024_q4,SYK,Stryker Corporation,2024,Q4,transcript,official_ir,https://investors.stryker.com/,investors.stryker.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:15f114d86b40c838f9d4842168a6f030a331ab43f80d7b53e1da34ea53dd5e76
src_819b5f50fd681be5d,syk_2024_q4,SYK,Stryker Corporation,2024,Q4,audio,official_ir,https://investors.stryker.com/,investors.stryker.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:58436cd6d8d0383d30db7333c6b6c1b8f1cb4cfe800e0a48cad1bc7a9f3e7bb8
src_c671b024e4e2ebf31,xom_2024_q4,XOM,Exxon Mobil Corporation,2024,Q4,transcript,official_ir,https://corporate.exxonmobil.com/investors,corporate.exxonmobil.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:1d2b1b7957f3464b6139b6966dc2b550439b421e8534a66ad88bb77cca9e4669
src_0390d511beb663eb1,xom_2024_q4,XOM,Exxon Mobil Corporation,2024,Q4,audio,official_ir,https://corporate.exxonmobil.com/investors,corporate.exxonmobil.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:22d387036548dbfa7a909cd04d1d7628432f702060d4b2a6cbb41fad30ffb2f0
src_f27a8e74bcd9a268e,cvx_2024_q4,CVX,Chevron Corporation,2024,Q4,transcript,official_ir,https://www.chevron.com/investors,www.chevron.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:7bddabdc45572ca5963b83007e537ad8fc3fe4815bc08eb583c408d1c3d3a6d6
src_95912b6ae0733da6d,cvx_2024_q4,CVX,Chevron Corporation,2024,Q4,audio,official_ir,https://www.chevron.com/investors,www.chevron.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:4d87d071f52b8f57092a021f8dcaa535178df7c2c51b46335db5337bf50ffc7c
src_270f5e6df4e517e32,cop_2024_q4,COP,ConocoPhillips,2024,Q4,transcript,official_ir,https://www.conocophillips.com/investor-relations/,www.conocophillips.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:05b8b0313011fcd30f08c9eb310bf831358780892fd18c0b60088a22ace3310b
src_b81f782d26afbee8b,cop_2024_q4,COP,ConocoPhillips,2024,Q4,audio,official_ir,https://www.conocophillips.com/investor-relations/,www.conocophillips.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:93231bf1d5f90df58046d0a9d8c9907db362b0c61989ee641c92e26a7398596a
src_338e008a04d41efbe,slb_2024_q4,SLB,SLB,2024,Q4,transcript,official_ir,https://investorcenter.slb.com/,investorcenter.slb.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:0bf79d4318564f2b949b356523d7b4006c042c48eed06d4aa60b73868c9c0e41
src_302c1434ea892830d,slb_2024_q4,SLB,SLB,2024,Q4,audio,official_ir,https://investorcenter.slb.com/,investorcenter.slb.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:dde5a8082e2445a386ec6fe15049dd2e5c1ef6e6466816d59e4521cfef1a3f4f
src_19c34ab481896f128,hal_2024_q4,HAL,Halliburton Company,2024,Q4,transcript,official_ir,https://ir.halliburton.com/,ir.halliburton.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:4f2df491da990280ea5f257b0aa0a13474c31e98fb42db452207d43bc7b08a7b
src_3ed31c8e9c590d33a,hal_2024_q4,HAL,Halliburton Company,2024,Q4,audio,official_ir,https://ir.halliburton.com/,ir.halliburton.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:0b729ebcd8d5f756ec11828db5df7db9933c187bf7fb41418fec29069aeb5fb9
src_8eed694ea8c3fee11,eog_2024_q4,EOG,"EOG Resources, Inc.",2024,Q4,transcript,official_ir,https://investors.eogresources.com/,investors.eogresources.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:04adaa4f7828277eb7a92ceb9ad876bbd8693022d438168b1a66f4a746c33a54
src_117134ed164730ffd,eog_2024_q4,EOG,"EOG Resources, Inc.",2024,Q4,audio,official_ir,https://investors.eogresources.com/,investors.eogresources.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:5df12c48f0b28555777a08bbc331392e8625db78e48f1ccc981031bc983e7dc3
src_8ccf86cf532dfbc2e,oxy_2024_q4,OXY,Occidental Petroleum Corporation,2024,Q4,transcript,official_ir,https://www.oxy.com/investors/,www.oxy.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:8c273c220634e87a0a3a7f19e793ef8fcf23267dc7c70b140d93e8764d2453e3
src_aaa181ac5b9937755,oxy_2024_q4,OXY,Occidental Petroleum Corporation,2024,Q4,audio,official_ir,https://www.oxy.com/investors/,www.oxy.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:f33635536ef632ecb27c7423dc52546980471f8f906b56696186fb4a8f656027
src_825f1920ab42f18f0,mpc_2024_q4,MPC,Marathon Petroleum Corporation,2024,Q4,transcript,official_ir,https://www.marathonpetroleum.com/Investors/,www.marathonpetroleum.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:e82197b36dbefb1a9b9ef7c6eac4234ded8944e3178eac94726c527bbfae6e07
src_3c5e4d4828ea66fe0,mpc_2024_q4,MPC,Marathon Petroleum Corporation,2024,Q4,audio,official_ir,https://www.marathonpetroleum.com/Investors/,www.marathonpetroleum.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:2b1232989981b556ccaef60b3bbe39416c9726435ba53a80247f5e784301a94e
src_ab2be8822a24677a0,psx_2024_q4,PSX,Phillips 66,2024,Q4,transcript,official_ir,https://investor.phillips66.com/,investor.phillips66.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:c5592697ff837031b265a46fc28f257ad30d66a36a21b2a8a8fa9b73ff189b11
src_160ae6142c97522f1,psx_2024_q4,PSX,Phillips 66,2024,Q4,audio,official_ir,https://investor.phillips66.com/,investor.phillips66.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:6e30c98c34178b47fdf9bbe350bf4a50788980a9f7ba534a21056e77bafc7bfd
src_deda744e2dd1c02bc,vlo_2024_q4,VLO,Valero Energy Corporation,2024,Q4,transcript,official_ir,https://investorvalero.com/,investorvalero.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:e3580e88cca671ff7d20c7d40f92acaad962a812e6723259019b287f64ee30fe
src_fbc4a113fce436efc,vlo_2024_q4,VLO,Valero Energy Corporation,2024,Q4,audio,official_ir,https://investorvalero.com/,investorvalero.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:f57580eb0b01b31579861964113b4cd6515717f275007ed4e597d17cbfae06f3
src_0ac842425b5c944e9,ba_2024_q4,BA,The Boeing Company,2024,Q4,transcript,official_ir,https://investors.boeing.com/,investors.boeing.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:bfaabe90c1002ff09f958665e96753ae59fdcc89b1be61aba54c34873f720e14
src_26935c011292f2b7e,ba_2024_q4,BA,The Boeing Company,2024,Q4,audio,official_ir,https://investors.boeing.com/,investors.boeing.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:cee7e2eb0051507a77d3d3c4b1ea20dc6448e97ce14949da14c6397130bd6438
src_2caec259ee9b7f81f,rtx_2024_q4,RTX,RTX Corporation,2024,Q4,transcript,official_ir,https://www.rtx.com/investors,www.rtx.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:31721789846e71bb4768383cd0ae6e764349f89f681b00fe1e7df8c7f36e4229
src_aedec06679df96ca3,rtx_2024_q4,RTX,RTX Corporation,2024,Q4,audio,official_ir,https://www.rtx.com/investors,www.rtx.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:e6f775b2987d3d667d8d470b7184452561c641a18bc1a93e4362c64a21a3e58f
src_5f9ca0f005ea13e01,lmt_2024_q4,LMT,Lockheed Martin Corporation,2024,Q4,transcript,official_ir,https://investors.lockheedmartin.com/,investors.lockheedmartin.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:6b3c8cf65e9fa4d67272ce31fb82fb6ef3e0e5e3f011aed6a561674cdff27143
src_dd832cf6dd88080d9,lmt_2024_q4,LMT,Lockheed Martin Corporation,2024,Q4,audio,official_ir,https://investors.lockheedmartin.com/,investors.lockheedmartin.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:337f5429627c5988ac764d3fd17914cb651f3aea439953880f7c30a9ea9bc64a
src_edbe524a46484b36c,noc_2024_q4,NOC,Northrop Grumman Corporation,2024,Q4,transcript,official_ir,https://investor.northropgrumman.com/,investor.northropgrumman.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:06384e49f8b5a75c63d2f824da0baec5fbe26af90fe38152312b01896059bb5d
src_b9ceaaa8c2aad300e,noc_2024_q4,NOC,Northrop Grumman Corporation,2024,Q4,audio,official_ir,https://investor.northropgrumman.com/,investor.northropgrumman.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:f7d841e974f6a484d199a834fe1008b48a3036f35484c30eb08dd1faa169a907
