case_id,ticker,company_name,source_type,asset_type,source_url,source_domain,rights_status,blocked_reason,download_allowed,commit_allowed,training_allowed,eval_allowed,license_config_ref,authorization_ref,provenance_hash,notes
tmo_2025_q4,TMO,Thermo Fisher Scientific Inc.,official_ir,transcript,https://ir.thermofisher.com/,ir.thermofisher.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:a78b6cd815c90fb69087c247f13fe0f9920d4be62bf7581b8d22b9639e42dfe2,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
tmo_2025_q4,TMO,Thermo Fisher Scientific Inc.,sec_edgar,metadata,sec-edgar://metadata-first/TMO/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:545395f581587c3654dfc21907efbaf1e02bf85cc3e6cb74d54052e8381f42ba,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
tmo_2025_q4,TMO,Thermo Fisher Scientific Inc.,youtube,video,https://www.youtube.com/results?search_query=TMO+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:d8f71e5a4bb8d1e679bd38c87e3069be13189e6fa7d9b11de458e237563c1b8a,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
tmo_2025_q4,TMO,Thermo Fisher Scientific Inc.,vendor,transcript,licensed-vendor://blocked/TMO/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:2f098b6a87b49bdc73cd7cc6926f42b9c3edbc11767d6ac4d76521c105f4d412,Register license_config_ref before any vendor raw content use.
dhr_2025_q4,DHR,Danaher Corporation,official_ir,transcript,https://investors.danaher.com/,investors.danaher.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:dceff548435c1a058c0adf42f87378c9e9faec86989823851207c52916ec4027,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
dhr_2025_q4,DHR,Danaher Corporation,sec_edgar,metadata,sec-edgar://metadata-first/DHR/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:c2540ed1fea064feb6aad8e72025d01d9e84f214aa58266fc6968a845fe16094,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
dhr_2025_q4,DHR,Danaher Corporation,youtube,video,https://www.youtube.com/results?search_query=DHR+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:d9057b1159223630e1a15be9ad89edb8180f6d1d0682c035444c2ddd4792d978,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
dhr_2025_q4,DHR,Danaher Corporation,vendor,transcript,licensed-vendor://blocked/DHR/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:bf4de8c5b61e5e25766f8fca8f0932fdfc926835eda0c2110621ed1a2166341f,Register license_config_ref before any vendor raw content use.
bdx_2025_q4,BDX,"Becton, Dickinson and Company",official_ir,transcript,https://investors.bd.com/,investors.bd.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:bb46dc6b22a74f00015101db6444d330bd2c1e759eb2524f1b0defa0dee9e41d,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
bdx_2025_q4,BDX,"Becton, Dickinson and Company",sec_edgar,metadata,sec-edgar://metadata-first/BDX/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:b7344a5cb7751ddef99885399e9094ca4cf9128465458a1e68e0aebe0834a365,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
bdx_2025_q4,BDX,"Becton, Dickinson and Company",youtube,video,https://www.youtube.com/results?search_query=BDX+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:fa3f6650f49518a0ac730257b6deefc237345ec9a98c249223a38efc1dcffe52,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
bdx_2025_q4,BDX,"Becton, Dickinson and Company",vendor,transcript,licensed-vendor://blocked/BDX/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:1c581b0f50d955b5f18b3695e6bee5ffddc6cac160f62754c6115e94f08aa77b,Register license_config_ref before any vendor raw content use.
ci_2025_q4,CI,The Cigna Group,official_ir,transcript,https://investors.thecignagroup.com/,investors.thecignagroup.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:1759deb29dfccd453d0bab247077d7108233a75ee367be2d52b0d4cf13eae2b6,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
ci_2025_q4,CI,The Cigna Group,sec_edgar,metadata,sec-edgar://metadata-first/CI/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:1c34b7bec6ea699df81ab43b816bed46adaf19aef430b8060574accd0e1c167e,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
ci_2025_q4,CI,The Cigna Group,youtube,video,https://www.youtube.com/results?search_query=CI+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:97800c552e49da989c4d595b62f207347edd47f3ed9bbfd780c3f75f06305290,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
ci_2025_q4,CI,The Cigna Group,vendor,transcript,licensed-vendor://blocked/CI/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:938424b3bc7c584ca9bea9744729627460a935085ac3ea7d80a9d02befa7195d,Register license_config_ref before any vendor raw content use.
hca_2025_q4,HCA,"HCA Healthcare, Inc.",official_ir,transcript,https://investor.hcahealthcare.com/,investor.hcahealthcare.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:a91fb8f9638f817d0ec744fdb45c66f25dc76086466ca3d91281199270ad8ad1,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
hca_2025_q4,HCA,"HCA Healthcare, Inc.",sec_edgar,metadata,sec-edgar://metadata-first/HCA/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:3e37d8252dfa86e140e6a0a79133cf538da6716aa7bbe62282c0717af604836f,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
hca_2025_q4,HCA,"HCA Healthcare, Inc.",youtube,video,https://www.youtube.com/results?search_query=HCA+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:ec414ccccdfac64feffee27cc2b4ccf3b2da035f8e843ef51dbf804263165efa,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
hca_2025_q4,HCA,"HCA Healthcare, Inc.",vendor,transcript,licensed-vendor://blocked/HCA/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:b5248737e1338e76d28c46d724366090f9c9052311e836035cd54e23538e7fea,Register license_config_ref before any vendor raw content use.
syk_2025_q4,SYK,Stryker Corporation,official_ir,transcript,https://investors.stryker.com/,investors.stryker.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:3533e14dbd68087638efc1f0dbe278d75a5b82f536e1982a68e3b3fbdefd2ec6,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
syk_2025_q4,SYK,Stryker Corporation,sec_edgar,metadata,sec-edgar://metadata-first/SYK/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:2fddd7fc87779f8a6cb759dca74baf497efdabc857d487820d7b5dbee54f0c99,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
syk_2025_q4,SYK,Stryker Corporation,youtube,video,https://www.youtube.com/results?search_query=SYK+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:bb3e033549897cd5bb4f01d949ba09afa5980a393697ee1376b21886958091e9,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
syk_2025_q4,SYK,Stryker Corporation,vendor,transcript,licensed-vendor://blocked/SYK/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:79bdd2e01440dbf4699c55c45f0b3d532865ce6aff8077902202f147cc13aba2,Register license_config_ref before any vendor raw content use.
xom_2025_q4,XOM,Exxon Mobil Corporation,official_ir,transcript,https://corporate.exxonmobil.com/investors,corporate.exxonmobil.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:2fa0714e2b021c2eeca49abb6a60c85b6a0460743fcdee5a5c472208ed5ead3e,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
xom_2025_q4,XOM,Exxon Mobil Corporation,sec_edgar,metadata,sec-edgar://metadata-first/XOM/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:3dfc45a1c24002f85255c2108e12688fd5a32c607605ad734b0729202f40f8e5,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
xom_2025_q4,XOM,Exxon Mobil Corporation,youtube,video,https://www.youtube.com/results?search_query=XOM+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:82bb2feb3e142aed0d5ed91e143e549f0330953ca1236b2c06c3f65032dd04e2,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
xom_2025_q4,XOM,Exxon Mobil Corporation,vendor,transcript,licensed-vendor://blocked/XOM/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:bb5def7806c35beda3c5194a0543ab828ae4dad2e907c103791c0281329c1756,Register license_config_ref before any vendor raw content use.
cvx_2025_q4,CVX,Chevron Corporation,official_ir,transcript,https://www.chevron.com/investors,www.chevron.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:b9571a2fc29f3a30bcedd4ce1cb695e41c966bbdf4bcbb53fa50b9dfa1c195dc,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
cvx_2025_q4,CVX,Chevron Corporation,sec_edgar,metadata,sec-edgar://metadata-first/CVX/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:9a4cb1bdf031bc6c95ec21b8b21d4ebf528af61d3f8d1e2c4e37274fc4cdfd46,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
cvx_2025_q4,CVX,Chevron Corporation,youtube,video,https://www.youtube.com/results?search_query=CVX+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:f41e2fa7a618a67b59bd39adafb6e18a3d577470857b359eeb66c7eb10bd760c,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
cvx_2025_q4,CVX,Chevron Corporation,vendor,transcript,licensed-vendor://blocked/CVX/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:8af4509c0b9c732bde40e8cf51be4f539690b5f1d411cff33a6226994ecaa47b,Register license_config_ref before any vendor raw content use.
cop_2025_q4,COP,ConocoPhillips,official_ir,transcript,https://www.conocophillips.com/investor-relations/,www.conocophillips.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:54a44c514ad3b73921e14db0c532a0d7b7b45596657657158116c76240b459a4,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
cop_2025_q4,COP,ConocoPhillips,sec_edgar,metadata,sec-edgar://metadata-first/COP/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:d99004652bc3c97a41b3aa0fab6018085efc34af16d4556010e7004dadc83750,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
cop_2025_q4,COP,ConocoPhillips,youtube,video,https://www.youtube.com/results?search_query=COP+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:884adde32dc0209aa15ba0f302f2b45b5fdbd3267b7e3319f0f6fbfa62e75e42,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
cop_2025_q4,COP,ConocoPhillips,vendor,transcript,licensed-vendor://blocked/COP/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:e2a5c439fc44ca1119c945f86bc1497046c752d640e3f7eb91a671c9ea311c32,Register license_config_ref before any vendor raw content use.
slb_2025_q4,SLB,SLB,official_ir,transcript,https://investorcenter.slb.com/,investorcenter.slb.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:4b13d5899511f6ea02179cbf08c638a11efce5557ff18665d3f91fc16dc4b55f,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
slb_2025_q4,SLB,SLB,sec_edgar,metadata,sec-edgar://metadata-first/SLB/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:b3b5af750b1971eff1624cf53521277aad6f83e60a5de1a075fb0e2ed55bd7c0,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
slb_2025_q4,SLB,SLB,youtube,video,https://www.youtube.com/results?search_query=SLB+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:29877e48c9656a871523e1337a031ccd70eb4d04cba98fea0f10d02ce5068d70,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
slb_2025_q4,SLB,SLB,vendor,transcript,licensed-vendor://blocked/SLB/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:eef739913a59c55c64506ee916996fc88536043fa3dc3f43ba165845fe4c4820,Register license_config_ref before any vendor raw content use.
hal_2025_q4,HAL,Halliburton Company,official_ir,transcript,https://ir.halliburton.com/,ir.halliburton.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:f9b43199b9d3a2adf3b6dc05e90a90faca11f065a10ae122d8e8c340ef1d0080,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
hal_2025_q4,HAL,Halliburton Company,sec_edgar,metadata,sec-edgar://metadata-first/HAL/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:b073dde48d75c96a331a7723e931012eba4e45277ce652751452cbb625273772,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
hal_2025_q4,HAL,Halliburton Company,youtube,video,https://www.youtube.com/results?search_query=HAL+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:8ae669c0b1e027b0bd055513ad4c0609303307419941aa24644b3eaaa3b4a28e,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
hal_2025_q4,HAL,Halliburton Company,vendor,transcript,licensed-vendor://blocked/HAL/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:ed25221c92f906d6686c5cf7dd3ecbe903aa7e9c46e7963bef97fdce572c58fa,Register license_config_ref before any vendor raw content use.
eog_2025_q4,EOG,"EOG Resources, Inc.",official_ir,transcript,https://investors.eogresources.com/,investors.eogresources.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:d5991381bc3d3cdabb574ac3eaec3d29306dbd6621ab105af5582abbb64ee0ba,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
eog_2025_q4,EOG,"EOG Resources, Inc.",sec_edgar,metadata,sec-edgar://metadata-first/EOG/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:79d6bd67c85ee94494e47aad005ad4a0af48e5845e416f213c56fe851a566cac,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
eog_2025_q4,EOG,"EOG Resources, Inc.",youtube,video,https://www.youtube.com/results?search_query=EOG+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:d81224f16888bb94adc46db3640460e2e2f68e9583a201b81bbb9396981af3fb,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
eog_2025_q4,EOG,"EOG Resources, Inc.",vendor,transcript,licensed-vendor://blocked/EOG/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:e806603e78c19608150d427699b719067c33f77ab1be6bd8f812898615ba7b3e,Register license_config_ref before any vendor raw content use.
oxy_2025_q4,OXY,Occidental Petroleum Corporation,official_ir,transcript,https://www.oxy.com/investors/,www.oxy.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:3d6556ea09e416ef23d2cd695d4754bb3d845dafe0e4e508ca572b0b232e6ec5,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
oxy_2025_q4,OXY,Occidental Petroleum Corporation,sec_edgar,metadata,sec-edgar://metadata-first/OXY/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:02e3fd9275a019c96bea8ed5f4dd84809c39eb9ebf65d899426ce1ea03719176,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
oxy_2025_q4,OXY,Occidental Petroleum Corporation,youtube,video,https://www.youtube.com/results?search_query=OXY+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:e9ef6339b0e6ab95ed571d0cfeb291dcfbae291a67c3be2bd8a0dd426ac09e51,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
oxy_2025_q4,OXY,Occidental Petroleum Corporation,vendor,transcript,licensed-vendor://blocked/OXY/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:ca3e88ddd83e0bbb1395e40ceb0596944544508c70f78fe2394b0267abddfab9,Register license_config_ref before any vendor raw content use.
mpc_2025_q4,MPC,Marathon Petroleum Corporation,official_ir,transcript,https://www.marathonpetroleum.com/Investors/,www.marathonpetroleum.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:d6f21a37f345553c70220af8bbe6fbe331eaf34a6ae2ee875361920735f0a63c,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
mpc_2025_q4,MPC,Marathon Petroleum Corporation,sec_edgar,metadata,sec-edgar://metadata-first/MPC/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:52288387b78d62332910833680f4cf5a941be644a021fa6214255dbadd0cc29f,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
mpc_2025_q4,MPC,Marathon Petroleum Corporation,youtube,video,https://www.youtube.com/results?search_query=MPC+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:40cc22cb61eef66ad196a9f4bb44ba10a26e0fdcc30ebb17975f191f5ea41ae9,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
mpc_2025_q4,MPC,Marathon Petroleum Corporation,vendor,transcript,licensed-vendor://blocked/MPC/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:192b24b69717534c897aef0e8d217849886c830d116b849a183dde434e66fd57,Register license_config_ref before any vendor raw content use.
psx_2025_q4,PSX,Phillips 66,official_ir,transcript,https://investor.phillips66.com/,investor.phillips66.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:733b85776f2119fc61d273a7c1ca63e554a2953ef80a6b5d851d9b8b3863aa59,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
psx_2025_q4,PSX,Phillips 66,sec_edgar,metadata,sec-edgar://metadata-first/PSX/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:e1d6acdf8acb4b11a48a45a514328deb1093438881d0cd2c2ff6f31c802e26b5,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
psx_2025_q4,PSX,Phillips 66,youtube,video,https://www.youtube.com/results?search_query=PSX+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:4e5b72c56eb9b5aa6ce1a2f06265f12a8088f97766aa941db84a015ec6e74f32,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
psx_2025_q4,PSX,Phillips 66,vendor,transcript,licensed-vendor://blocked/PSX/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:db630533903ef0138828182082042e1290d6240e7c8f1337c79de4aa0e95d8ed,Register license_config_ref before any vendor raw content use.
vlo_2025_q4,VLO,Valero Energy Corporation,official_ir,transcript,https://investorvalero.com/,investorvalero.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:be22b4bc44970cb6baa3b5f3f88fc519eb60385120af8b97e9ee5eea59cf78ad,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
vlo_2025_q4,VLO,Valero Energy Corporation,sec_edgar,metadata,sec-edgar://metadata-first/VLO/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:9156befe02ca49672db7d8300c42031399ba12432315a6fb2aff7249cb4b2a3f,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
vlo_2025_q4,VLO,Valero Energy Corporation,youtube,video,https://www.youtube.com/results?search_query=VLO+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:8e94e5af9810392e840deac081f56fc9db00d7fec04d4e34b660483537484c2f,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
vlo_2025_q4,VLO,Valero Energy Corporation,vendor,transcript,licensed-vendor://blocked/VLO/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:513b647455e6a774b10b83b09ab0742676ae537926457b7a01418610ad0ce0ad,Register license_config_ref before any vendor raw content use.
ba_2025_q4,BA,The Boeing Company,official_ir,transcript,https://investors.boeing.com/,investors.boeing.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:7937c125d05169f36dcf974aa385ad8438840049e5d34755d3f8860227e03e3d,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
ba_2025_q4,BA,The Boeing Company,sec_edgar,metadata,sec-edgar://metadata-first/BA/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:93a17a5aa7f843911a0dc48cddcc0c68bed97c475dffc21d4172e82bacbab937,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
ba_2025_q4,BA,The Boeing Company,youtube,video,https://www.youtube.com/results?search_query=BA+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:96646b2d9e9579bf11f8126a3b7b05fd240d5ff543c26ec2f3c71b514a5667c9,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
ba_2025_q4,BA,The Boeing Company,vendor,transcript,licensed-vendor://blocked/BA/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:80b880c83c8d5e76fa0361d87aa19718d1d6fd9c2024a2cbbbc6fef7e70a5197,Register license_config_ref before any vendor raw content use.
rtx_2025_q4,RTX,RTX Corporation,official_ir,transcript,https://www.rtx.com/investors,www.rtx.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:4b91a25b73ae558dfeeb868d81781e963ef840da1f00c9ab13e7ece5089a217c,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
rtx_2025_q4,RTX,RTX Corporation,sec_edgar,metadata,sec-edgar://metadata-first/RTX/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:ed21b40eb93d8efb2a9a6878bff649da65ab68fcd27877dc8109a63ad97deb07,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
rtx_2025_q4,RTX,RTX Corporation,youtube,video,https://www.youtube.com/results?search_query=RTX+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:386e3e53c3018631830b219fb3816b58339e9c6ab130f7df2b3305ed620a2690,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
rtx_2025_q4,RTX,RTX Corporation,vendor,transcript,licensed-vendor://blocked/RTX/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:374ed4eb44c9677006c691c06f7bac7437084d84e66e1ec016fff7bfcfad603a,Register license_config_ref before any vendor raw content use.
lmt_2025_q4,LMT,Lockheed Martin Corporation,official_ir,transcript,https://investors.lockheedmartin.com/,investors.lockheedmartin.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:aada06a660ab31ed3fe59794bcd0919c04bffcfdf4e928e35622e9163bcb191c,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
lmt_2025_q4,LMT,Lockheed Martin Corporation,sec_edgar,metadata,sec-edgar://metadata-first/LMT/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:399c14aa612f680af46be04d8644f6a34b51bd82446cfb84f9fae98941f529b8,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
lmt_2025_q4,LMT,Lockheed Martin Corporation,youtube,video,https://www.youtube.com/results?search_query=LMT+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:cc5b83452704388142d96d4a1e4708cfddf34998d4d83330e82d4b3d96bd1ac0,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
lmt_2025_q4,LMT,Lockheed Martin Corporation,vendor,transcript,licensed-vendor://blocked/LMT/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:09a921e21a8ec2faf014e4bd9bcda300a223cc3e76f0602fd3778fe4a07f97fb,Register license_config_ref before any vendor raw content use.
noc_2025_q4,NOC,Northrop Grumman Corporation,official_ir,transcript,https://investor.northropgrumman.com/,investor.northropgrumman.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:51da1c2baf198e3362c402d91661b96e85fc811bc136314ca7e7a07a5c20a8ae,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
noc_2025_q4,NOC,Northrop Grumman Corporation,sec_edgar,metadata,sec-edgar://metadata-first/NOC/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:c74187aa801a6d87b269118bba0ad679458c20d123cee4111387b21307aac677,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
noc_2025_q4,NOC,Northrop Grumman Corporation,youtube,video,https://www.youtube.com/results?search_query=NOC+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:f488df83c6b02a9c2837f22db99f6f79bb1050884e9b34de68061cf2888f1f8c,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
noc_2025_q4,NOC,Northrop Grumman Corporation,vendor,transcript,licensed-vendor://blocked/NOC/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:da765a7a6bf7f298a10b6fbbb5d3c4bfd231db565e9a97ef59111dcecad3cf0f,Register license_config_ref before any vendor raw content use.
gd_2025_q4,GD,General Dynamics Corporation,official_ir,transcript,https://investorrelations.gd.com/,investorrelations.gd.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:a835b03ae0ad1f3bd7e701c18a9f041610eaa18e44cc667d9ac6e6c1c63d1a30,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
gd_2025_q4,GD,General Dynamics Corporation,sec_edgar,metadata,sec-edgar://metadata-first/GD/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:535bf7cb93c20e76d34e1b32a2af012fb4679aeca73423dd38da9596012ee34d,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
gd_2025_q4,GD,General Dynamics Corporation,youtube,video,https://www.youtube.com/results?search_query=GD+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:07614eee0847876770c8f8393b30d8403d8b29c1d0a344539b55ca466907cccb,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
gd_2025_q4,GD,General Dynamics Corporation,vendor,transcript,licensed-vendor://blocked/GD/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:76ed50bf4610c7e08923bfef355e24161366df5001f3691a9a66798964b9c1ee,Register license_config_ref before any vendor raw content use.
