id,source_file,domain,text,suggested_label,suggested_evidence_terms,suggestion_confidence,reviewer_label,reviewer_confidence,reviewer_notes,accepted
candidate_0019,data/signal_engine_2_0/emotion_benchmark/sample_emotion_cases.jsonl,unknown,I'm concerned the rollback plan still hasn't been confirmed.,neutral,,medium,,,,
candidate_0024,data/signal_engine_2_0/emotion_benchmark/sample_emotion_cases.jsonl,unknown,so please respond right away at [PHONE].,neutral,,low,,,,
candidate_0025,data/signal_engine_2_0/emotion_benchmark/sample_emotion_cases.jsonl,unknown,We need the revised order form by end of day because the customer deadline is before launch tomorrow.,neutral,,medium,,,,
candidate_0028,data/signal_engine_2_0/fixtures/account_management_realistic.jsonl,account_management,and leadership is asking whether we should reduce seats if support does not stabilize.,neutral,,medium,,,,
candidate_0045,data/signal_engine_2_0/fixtures/support_tickets_realistic.jsonl,support,Billing is still reviewing it,neutral,,low,,,,
candidate_0047,data/signal_engine_2_0/fixtures/support_tickets_realistic.jsonl,support,That does not solve it.,neutral,,low,,,,
candidate_0049,data/signal_engine_2_0/fixtures/support_tickets_realistic.jsonl,support,"The failed resolution has been open since Monday, the card ending 1111 was charged twice",neutral,,medium,,,,
candidate_0051,data/signal_engine_2_0/fixtures/support_tickets_realistic.jsonl,support,"Realistic synthetic support ticket conversation with billing frustration, failed resolution, and synthetic PII for redaction validation.",neutral,,medium,,,,
candidate_0052,data/signal_engine_2_0/fixtures/support_tickets_realistic.jsonl,support,"Realistic synthetic support ticket conversation with billing frustration, failed resolution",neutral,,medium,,,,
candidate_0053,data/signal_engine_2_0/fixtures/support_tickets_realistic.jsonl,support,and synthetic PII for redaction validation.,neutral,,low,,,,
candidate_0067,data/signal_engine_2_0/sample_sales.json,sales,and how teams usually evaluate the workflow.,neutral,,low,,,,
candidate_0082,data/signal_engine_2_0/sample_support.json,support,Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card.,neutral,,medium,,,,
candidate_0086,data/signal_engine_2_0/sample_support.json,support,That still doesn't answer the question.,neutral,,low,,,,
candidate_0088,data/signal_engine_2_0/sample_support.json,support,"I need a real date, not a FAQ",neutral,,medium,,,,
candidate_0094,demo/signal_engine_2_0/account_management_demo_output.json,account_management,Customer language indicates possible churn or seat reduction risk.,neutral,,medium,,,,
candidate_0100,demo/signal_engine_2_0/account_management_demo_output.json,account_management,...s in about 45 days,neutral,,low,,,,
candidate_0105,demo/signal_engine_2_0/account_management_demo_output.json,account_management,Account team commitment language detected.,neutral,,low,,,,
candidate_0107,demo/signal_engine_2_0/account_management_demo_output.json,account_management,domain-specific lexicon and role rules,neutral,,low,,,,
candidate_0108,demo/signal_engine_2_0/account_management_demo_output.json,account_management,optional retrieval and long-context review,neutral,,low,,,,
candidate_0110,demo/signal_engine_2_0/account_management_demo_output.json,account_management,Optional speaker separation before role mapping and per-speaker turn analysis.,neutral,,medium,,,,
candidate_0111,demo/signal_engine_2_0/account_management_demo_output.json,account_management,Optional prosody and pause features for later review workflows.,neutral,,medium,,,,
candidate_0112,demo/signal_engine_2_0/account_management_demo_output.json,account_management,"Optional keyframe extraction for multimodal investigations, not canonical scoring.",neutral,,medium,,,,
candidate_0113,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"Teams already have transcripts, QA notes, CRM exports, and call recordings, but managers still lose time manually skimming conversations to find risk, coaching moments, and missed follow-up.",neutral,,medium,,,,
candidate_0114,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"Teams already have transcripts, QA notes, CRM exports",neutral,,medium,,,,
candidate_0115,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"but managers still lose time manually skimming conversations to find risk, coaching moments",neutral,,medium,,,,
candidate_0116,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"Signal Engine 2.0 runs deterministic, transcript-first analysis across support, sales, and account-management conversations.",neutral,,medium,,,,
candidate_0117,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"Signal Engine 2.0 runs deterministic, transcript-first analysis across support, sales",neutral,,medium,,,,
candidate_0118,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"It surfaces concrete signals, evidence snippets, and plain-English review stories without depending on LLMs or external APIs.",neutral,,medium,,,,
candidate_0119,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"It surfaces concrete signals, evidence snippets",neutral,,low,,,,
candidate_0120,demo/signal_engine_2_0/buyer_one_pager.md,unknown,and plain-English review stories without depending on LLMs or external APIs.,neutral,,medium,,,,
candidate_0121,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"Support: deflection, low directness, frustration, escalation risk, resolution clarity",neutral,,medium,,,,
candidate_0124,demo/signal_engine_2_0/buyer_one_pager.md,unknown,every signal is tied to visible lexical rules and transcript evidence,neutral,,medium,,,,
candidate_0125,demo/signal_engine_2_0/buyer_one_pager.md,unknown,outputs are repeatable across runs,neutral,,low,,,,
candidate_0126,demo/signal_engine_2_0/buyer_one_pager.md,unknown,reviewers can audit why a call was flagged,neutral,,medium,,,,
candidate_0128,demo/signal_engine_2_0/buyer_one_pager.md,unknown,run on 50–500 historical conversations,neutral,,low,,,,
candidate_0129,demo/signal_engine_2_0/buyer_one_pager.md,unknown,accept CSV or JSON export,neutral,,low,,,,
candidate_0130,demo/signal_engine_2_0/buyer_one_pager.md,unknown,deliver a deterministic risk and signal report,neutral,,low,,,,
candidate_0131,demo/signal_engine_2_0/buyer_one_pager.md,unknown,support QA leads who need faster review focus,neutral,,medium,,,,
candidate_0132,demo/signal_engine_2_0/buyer_one_pager.md,unknown,sales managers who want fast deal-risk readouts from call transcripts,neutral,,medium,,,,
candidate_0133,demo/signal_engine_2_0/buyer_one_pager.md,unknown,customer success and account-management leaders watching renewals and expansions,neutral,,medium,,,,
candidate_0135,demo/signal_engine_2_0/buyer_one_pager.md,unknown,"recruiters and hiring managers evaluating product judgment, deterministic NLP design",neutral,,medium,,,,
candidate_0136,demo/signal_engine_2_0/demo_report.md,unknown,"deterministic conversation intelligence across support, sales, and account management",neutral,,medium,,,,
candidate_0137,demo/signal_engine_2_0/demo_report.md,unknown,"deterministic conversation intelligence across support, sales",neutral,,low,,,,
candidate_0138,demo/signal_engine_2_0/demo_report.md,unknown,transcript-first analysis with evidence-backed signals,neutral,,low,,,,
candidate_0139,demo/signal_engine_2_0/demo_report.md,unknown,plain-English review outputs that stay grounded in specific turns,neutral,,medium,,,,
candidate_0140,demo/signal_engine_2_0/demo_report.md,unknown,"no LLM dependency, no external API dependency, and no UI dependency",neutral,,medium,,,,
candidate_0141,demo/signal_engine_2_0/demo_report.md,unknown,"no LLM dependency, no external API dependency",neutral,,low,,,,
candidate_0144,demo/signal_engine_2_0/demo_report.md,unknown,and the customer threatens escalation and a charge dispute.,neutral,,medium,,,,
candidate_0147,demo/signal_engine_2_0/demo_report.md,unknown,"I need a real date...""",neutral,,low,,,,
candidate_0170,demo/signal_engine_2_0/demo_report.md,unknown,This would have improved customer-success review focus by showing both downside risk and upside potential in the same call.,neutral,,medium,,,,
candidate_0172,demo/signal_engine_2_0/demo_report.md,unknown,A CS leader can quickly see that the account needs recovery execution now,neutral,,medium,,,,
candidate_0174,demo/signal_engine_2_0/demo_report.md,unknown,python scripts/signal_engine_analyze.py --domain support data/signal_engine_2_0/sample_support.json,neutral,,low,,,,
candidate_0175,demo/signal_engine_2_0/demo_report.md,unknown,python scripts/signal_engine_analyze.py --domain sales data/signal_engine_2_0/sample_sales.json,neutral,,low,,,,
candidate_0176,demo/signal_engine_2_0/demo_report.md,unknown,python scripts/signal_engine_analyze.py --domain account_management data/signal_engine_2_0/sample_account_management.json,neutral,,low,,,,
candidate_0178,demo/signal_engine_2_0/demo_report.md,unknown,not a black-box AI score,neutral,,low,,,,
candidate_0179,demo/signal_engine_2_0/demo_report.md,unknown,not a replacement for managers,neutral,,low,,,,
candidate_0181,demo/signal_engine_2_0/polished_examples.md,unknown,"These examples are recruiter-, buyer-, and reviewer-facing summaries of deterministic Signal Engine 2.0 outputs.",neutral,,medium,,,,
candidate_0182,demo/signal_engine_2_0/polished_examples.md,unknown,"These examples are recruiter-, buyer-",neutral,,low,,,,
candidate_0183,demo/signal_engine_2_0/polished_examples.md,unknown,and reviewer-facing summaries of deterministic Signal Engine 2.0 outputs.,neutral,,medium,,,,
candidate_0184,demo/signal_engine_2_0/polished_examples.md,unknown,"They are meant to show how the system surfaces structured, evidence-backed signals from messy transcripts without claiming hidden intent certainty, truth detection, or black-box emotional truth.",neutral,,medium,,,,
candidate_0185,demo/signal_engine_2_0/polished_examples.md,unknown,"A customer contacts support about a billing error, says the issue has already been raised twice, and shares synthetic contact details so the case can be traced.",neutral,,medium,,,,
candidate_0186,demo/signal_engine_2_0/polished_examples.md,unknown,"A customer contacts support about a billing error, says the issue has already been raised twice",neutral,,medium,,,,
candidate_0187,demo/signal_engine_2_0/polished_examples.md,unknown,and shares synthetic contact details so the case can be traced.,neutral,,medium,,,,
candidate_0189,demo/signal_engine_2_0/polished_examples.md,unknown,"output style: deterministic flags, evidence snippets, and redaction-aware metadata",neutral,,medium,,,,
candidate_0190,demo/signal_engine_2_0/polished_examples.md,unknown,"output style: deterministic flags, evidence snippets",neutral,,low,,,,
candidate_0192,demo/signal_engine_2_0/polished_examples.md,unknown,"so I can't change it here.""",neutral,,low,,,,
candidate_0195,demo/signal_engine_2_0/polished_examples.md,unknown,"Route to a human reviewer or team lead, confirm billing ownership, and provide a concrete resolution or timeline instead of another handoff.",neutral,,medium,,,,
candidate_0196,demo/signal_engine_2_0/polished_examples.md,unknown,"Route to a human reviewer or team lead, confirm billing ownership",neutral,,medium,,,,
candidate_0197,demo/signal_engine_2_0/polished_examples.md,unknown,and provide a concrete resolution or timeline instead of another handoff.,neutral,,medium,,,,
candidate_0198,demo/signal_engine_2_0/polished_examples.md,unknown,"When `--redact-pii` is enabled, synthetic email and phone details are replaced before analysis and only hash-based redaction records are retained in metadata.",neutral,,medium,,,,
candidate_0199,demo/signal_engine_2_0/polished_examples.md,unknown,Why the output is useful:,neutral,,low,,,,
candidate_0200,demo/signal_engine_2_0/polished_examples.md,unknown,"It gives a reviewer a compact, auditable explanation of why the conversation suggests service risk, without relying on a broad summary or unsupported certainty claims.",neutral,,medium,,,,
candidate_0201,demo/signal_engine_2_0/polished_examples.md,unknown,"It gives a reviewer a compact, auditable explanation of why the conversation suggests service risk",neutral,,medium,,,,
candidate_0202,demo/signal_engine_2_0/polished_examples.md,unknown,without relying on a broad summary or unsupported certainty claims.,neutral,,medium,,,,
candidate_0204,demo/signal_engine_2_0/polished_examples.md,unknown,A prospective buyer is interested in moving forward,neutral,,medium,,,,
candidate_0208,demo/signal_engine_2_0/polished_examples.md,unknown,output style: deterministic opportunity/risk flags with transcript evidence,neutral,,medium,,,,
candidate_0211,demo/signal_engine_2_0/polished_examples.md,unknown,"""Let's try to regroup sometime next week.""",neutral,,low,,,,
candidate_0215,demo/signal_engine_2_0/polished_examples.md,unknown,No raw PII should be exposed in polished output examples,neutral,,medium,,,,
candidate_0216,demo/signal_engine_2_0/polished_examples.md,unknown,examples here use role-level context and short evidence snippets only.,neutral,,medium,,,,
candidate_0219,demo/signal_engine_2_0/polished_examples.md,unknown,and what requires review next,neutral,,low,,,,
candidate_0220,demo/signal_engine_2_0/polished_examples.md,unknown,without pretending to predict closed-won outcomes from the transcript alone.,neutral,,medium,,,,
candidate_0223,demo/signal_engine_2_0/sales_demo_output.json,sales,and the team is also comparing yo...,neutral,,low,,,,
candidate_0229,demo/signal_engine_2_0/sales_demo_output.json,sales,and I can include the security packet for pr...,neutral,,medium,,,,
candidate_0230,demo/signal_engine_2_0/support_demo_output.json,support,Low lexical overlap and few direct-answer cues in the response.,neutral,,medium,,,,
candidate_0232,demo/signal_engine_2_0/support_demo_output.json,support,Response uses a deflection phrase instead of resolving the prompt.,neutral,,medium,,,,
candidate_0234,demo/signal_engine_2_0/support_demo_output.json,support,Escalation language detected in the support exchange.,neutral,,low,,,,
candidate_0235,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,`/Users/keith/.pyenv/versions/3.11.3/bin/python scripts/signal_engine_analyze.py --domain support data/signal_engine_2_0/sample_support.json`,neutral,,low,,,,
candidate_0236,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,`/Users/keith/.pyenv/versions/3.11.3/bin/python scripts/signal_engine_analyze.py --domain sales data/signal_engine_2_0/sample_sales.json`,neutral,,low,,,,
candidate_0237,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,`/Users/keith/.pyenv/versions/3.11.3/bin/python scripts/signal_engine_analyze.py --domain account_management data/signal_engine_2_0/sample_account_management.json`,neutral,,low,,,,
candidate_0238,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,`/Users/keith/.pyenv/versions/3.11.3/bin/python scripts/signal_engine_analyze.py --domain support --redact-pii data/signal_engine_2_0/fixtures/support_tickets_realistic.jsonl`,neutral,,low,,,,
candidate_0239,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,`/Users/keith/.pyenv/versions/3.11.3/bin/python scripts/run_text_emotion_benchmark.py --input data/signal_engine_2_0/emotion_benchmark/sample_emotion_cases.jsonl --manifest data/signal_engine_2_0/dataset_manifests/emotion_benchmark_manifest.json --mode deterministic --redact-pii --out-dir outputs/signal_engine_2_0/final_demo/text_emotion_benchmark`,neutral,,medium,,,,
candidate_0240,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,`/Users/keith/.pyenv/versions/3.11.3/bin/python scripts/run_text_emotion_benchmark.py --input data/signal_engine_2_0/emotion_benchmark/sample_emotion_cases.jsonl --manifest data/signal_engine_2_0/dataset_manifests/emotion_benchmark_manifest.json --mode transformers --model-id j-hartmann/emotion-english-distilroberta-base --out-dir /Users/keith/Documents/New project/earnings-call-signal-engine-support-qa/outputs/signal_engine_2_0/text_emotion_transformer_optional`,neutral,,medium,,,,
candidate_0241,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,"support: `support_low_directness, support_deflection, support_frustration, support_escalation_risk`",neutral,,low,,,,
candidate_0242,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,"sales: `sales_pricing_risk, sales_objection_pressure, sales_competitor_pressure, sales_buyer_intent, sales_next_step_defined`",neutral,,low,,,,
candidate_0243,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,"account management: `account_churn_risk, account_renewal_risk, account_unresolved_issues, account_negative_sentiment, account_expansion_opportunity, account_commitment_defined`",neutral,,medium,,,,
candidate_0244,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,"redaction summary: `{""enabled"": true, ""summary"": {""by_type"": {""email"": 1, ""phone"": 1}, ""total_redactions"": 2, ""unique_hashes"": 2}}`",neutral,,medium,,,,
candidate_0245,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,"warning: tiny handcrafted fixture, useful for harness validation only",neutral,,medium,,,,
candidate_0246,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,Optional transformer benchmark ran successfully at /Users/keith/Documents/New project/earnings-call-signal-engine-support-qa/outputs/signal_engine_2_0/text_emotion_transformer_optional.,neutral,,medium,,,,
candidate_0247,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,deterministic transcript outputs remain canonical,neutral,,low,,,,
candidate_0248,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,benchmark fixture is tiny and handcrafted,neutral,,low,,,,
candidate_0249,outputs/signal_engine_2_0/final_demo/demo_index.md,unknown,no truth-detection or black-box emotion score is treated as product truth,neutral,,medium,,,,
candidate_0250,outputs/signal_engine_2_0/final_demo/pii_redacted_support_output.json,support,Prompt did not receive a matching response turn.,neutral,,medium,,,,
candidate_0255,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,name: Signal Engine 2.0 handcrafted text emotion benchmark fixture,neutral,,medium,,,,
candidate_0256,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,pii_status: Contains synthetic placeholder contact details for redaction validation only.,neutral,,medium,,,,
candidate_0257,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| path | size_bytes | record_count |,neutral,,low,,,,
candidate_0258,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| `/Users/keith/Documents/New project/earnings-call-signal-engine-support-qa/data/signal_engine_2_0/emotion_benchmark/sample_emotion_cases.jsonl` | 4132 | 14 |,neutral,,medium,,,,
candidate_0260,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| label | support |,neutral,,low,,,,
candidate_0261,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| anger | 2 |,neutral,,low,,,,
candidate_0262,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| frustration | 2 |,neutral,,low,,,,
candidate_0263,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| confusion | 2 |,neutral,,low,,,,
candidate_0264,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| satisfaction | 2 |,neutral,,low,,,,
candidate_0265,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| neutral | 2 |,neutral,,low,,,,
candidate_0267,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| urgency | 2 |,neutral,,low,,,,
candidate_0268,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| label | precision | recall | f1 | support |,neutral,,medium,,,,
candidate_0269,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| anger | 1.0000 | 1.0000 | 1.0000 | 2 |,neutral,,medium,,,,
candidate_0270,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| frustration | 1.0000 | 1.0000 | 1.0000 | 2 |,neutral,,medium,,,,
candidate_0271,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| confusion | 1.0000 | 1.0000 | 1.0000 | 2 |,neutral,,medium,,,,
candidate_0272,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| satisfaction | 1.0000 | 1.0000 | 1.0000 | 2 |,neutral,,medium,,,,
candidate_0273,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| neutral | 1.0000 | 1.0000 | 1.0000 | 2 |,neutral,,medium,,,,
candidate_0275,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| urgency | 1.0000 | 1.0000 | 1.0000 | 2 |,neutral,,medium,,,,
candidate_0277,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| anger | 2 | 0 | 0 | 0 | 0 | 0 | 0 |,neutral,,medium,,,,
candidate_0278,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| frustration | 0 | 2 | 0 | 0 | 0 | 0 | 0 |,neutral,,medium,,,,
candidate_0279,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| confusion | 0 | 0 | 2 | 0 | 0 | 0 | 0 |,neutral,,medium,,,,
candidate_0280,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| satisfaction | 0 | 0 | 0 | 2 | 0 | 0 | 0 |,neutral,,medium,,,,
candidate_0281,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| neutral | 0 | 0 | 0 | 0 | 2 | 0 | 0 |,neutral,,medium,,,,
candidate_0283,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,| urgency | 0 | 0 | 0 | 0 | 0 | 0 | 2 |,neutral,,medium,,,,
candidate_0284,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,"by_type: `{""email"": 1, ""phone"": 1}`",neutral,,low,,,,
candidate_0286,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,compare deterministic results against optional local transformer baselines,neutral,,medium,,,,
candidate_0287,outputs/signal_engine_2_0/final_demo/text_emotion_benchmark/report.md,unknown,keep transcript-first deterministic analysis canonical while audio/video remain adapter-ready roadmap,neutral,,medium,,,,
candidate_0289,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Review hedged language against concrete dates, owners, and commitments.",neutral,,medium,,,,
candidate_0290,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Review hedged language against concrete dates, owners",neutral,,low,,,,
candidate_0292,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,Verify that reassurance is backed by a concrete plan rather than a generic promise.,neutral,,medium,,,,
candidate_0294,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Review the objection, pressure, or analyst challenge before deciding severity.",neutral,,medium,,,,
candidate_0295,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Matched deterministic transcript cues: still, does not solve.",neutral,,medium,,,,
candidate_0296,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,Compare the surrounding turns to see whether the speaker is walking back a prior statement.,neutral,,medium,,,,
candidate_0299,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Signals are review cues, not claims about internal state.",neutral,,medium,,,,
candidate_0300,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,audio and video are optional support only.,neutral,,low,,,,
candidate_0301,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,No audio file was provided.,neutral,,low,,,,
candidate_0302,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,Audio cues are optional support only and never canonical truth.,neutral,,medium,,,,
candidate_0303,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,No video file was provided.,neutral,,low,,,,
candidate_0304,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,Video cues remain optional review support only.,neutral,,low,,,,
candidate_0305,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,Transcript evidence is primary for this review cue.,neutral,,medium,,,,
candidate_0307,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Verify whether reassuring language is backed by owners, dates, and concrete evidence.",neutral,,medium,,,,
candidate_0308,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Verify whether reassuring language is backed by owners, dates",neutral,,medium,,,,
candidate_0309,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,Check the underlying turns and media cues before escalating severity.,neutral,,medium,,,,
candidate_0310,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,Compare apparently conflicting statements directly in the transcript.,neutral,,medium,,,,
candidate_0311,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,Transcript-first deterministic evidence remains canonical.,neutral,,low,,,,
candidate_0312,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Signals are review cues, not claims about hidden emotion, truthfulness, or diagnosis.",neutral,,medium,,,,
candidate_0313,outputs/signal_engine_2_0/multimodal_feature_report.json,unknown,"Missing or unsupported modalities: audio, video.",neutral,,low,,,,
candidate_0314,outputs/signal_engine_2_0/text_emotion_transformer_optional/report.md,unknown,| anger | 0.6667 | 1.0000 | 0.8000 | 2 |,neutral,,medium,,,,
candidate_0315,outputs/signal_engine_2_0/text_emotion_transformer_optional/report.md,unknown,| frustration | 0.0000 | 0.0000 | 0.0000 | 2 |,neutral,,medium,,,,
candidate_0316,outputs/signal_engine_2_0/text_emotion_transformer_optional/report.md,unknown,| confusion | 0.0000 | 0.0000 | 0.0000 | 2 |,neutral,,medium,,,,
candidate_0317,outputs/signal_engine_2_0/text_emotion_transformer_optional/report.md,unknown,| neutral | 0.3333 | 1.0000 | 0.5000 | 2 |,neutral,,medium,,,,
candidate_0318,outputs/signal_engine_2_0/text_emotion_transformer_optional/report.md,unknown,| urgency | 0.0000 | 0.0000 | 0.0000 | 2 |,neutral,,medium,,,,
candidate_0319,outputs/signal_engine_2_0/text_emotion_transformer_optional/report.md,unknown,| frustration | 1 | 0 | 0 | 0 | 1 | 0 | 0 |,neutral,,medium,,,,
candidate_0320,outputs/signal_engine_2_0/text_emotion_transformer_optional/report.md,unknown,| confusion | 0 | 0 | 0 | 0 | 1 | 0 | 1 |,neutral,,medium,,,,
candidate_0321,outputs/signal_engine_2_0/text_emotion_transformer_optional/report.md,unknown,| urgency | 0 | 0 | 0 | 0 | 2 | 0 | 0 |,neutral,,medium,,,,
