candidate_id,case_id,ticker,fiscal_period,suggested_label,retrieval_object_id,retrieval_object_type,retrieval_priority,evidence_object_id,chunk_id,source_sha256,normalized_transcript_hash,provenance_hash,raw_text_returned
sha256:348f05f7ac1dc91bd7f44cf0c,jpm_2025_q2,JPM,2025 Q2,neutral/no_signal,sha256:03605d1838923767714815d89,semantic_chunk,3,,chunk_018fb220c8c6c013,sha256:e126c41a79d11ac4edb3e422042198d10962a2a0c7c7036704544fb826bcbbba,sha256:f26723b03dec27890010ff4b9edf2d2b4be1300b4aecd1e4b3b28205eebd22d3,sha256:8f8fe7d370a3f9e8d445d6e824a60656b9b7f29d8716a7040605d637ef7da280,false
sha256:66dbbcd4be3f5af601ff6715b,jpm_2025_q3,JPM,2025 Q3,neutral/no_signal,sha256:5983b2d8c83de9eaef29363a0,semantic_chunk,3,,chunk_b383c2683051f818,sha256:785605abf40743a5f4d14c36a363ea22afc8f3fdfe1e59fe3c5b8b225db50737,sha256:5c8c3d23ba64f0199ef5d6225ed064d816ee9455edd8fb4bd0f9e4b7ffabc706,sha256:6a284d84ef58a68eed1bd53ad15f6694a90ca6f3f24b93fa3d8aaaf36c051ef5,false
sha256:7aee10e7d97ab94acd051501c,jpm_2025_q4,JPM,2025 Q4,neutral/no_signal,sha256:07827ce21f09774fe099873e0,semantic_chunk,3,,chunk_ed17ddeca2186571,sha256:624b4bf0fe79bdd4e1cb7361b1bb3992d06272ce9c40f6fe29394e6a4963ffae,sha256:b675db7410ea2ad842267d3b8782588a3cb1b15831d9a4785605dcebbc0e4d7b,sha256:9093669c56afbd13ba74735eeaf002681b777aafbf56b01486fa786f9cc5a070,false
sha256:188c91e13b7897e60f20d7345,lyb_2025_q1,LYB,2025 Q1,neutral/no_signal,sha256:003fcbbd5bd4c4c79f99fd282,semantic_chunk,3,,chunk_6c9743d3084534a4,sha256:1b5d701db16a74f651df169f3c038bd077c8e532ad3319ce1dd13094a914d29e,sha256:c98c414279777f2a9b377f8115b6c50b065bd70a66691afbc7ee4eb8a39ebe81,sha256:7b589e44ae40f92f59ea7bf5ddc3125990096ebb3f8431a2a39770a11c852def,false
sha256:be1ed6081a3d8f033dda116d9,lyb_2025_q2,LYB,2025 Q2,neutral/no_signal,sha256:19671ef85d252e80b06009872,semantic_chunk,3,,chunk_6b2cd2fe35b74251,sha256:68bbdaa6e3fa38d71ffe5d898b24a38cd30134a9dde08731a7ed379f37ab7b1e,sha256:9e7090a90e686ce2752f48986fbd0a051db51015ac1b232a1118c02d53cec4e4,sha256:77a3086adb9c0981c93481a33f54d8caaca6bf9ae45d1fb11fdbfa068938ea9b,false
sha256:8ca6e2b6ec8f71eb972beb74c,lyb_2025_q3,LYB,2025 Q3,neutral/no_signal,sha256:17a18c62a52577a87467d363d,semantic_chunk,3,,chunk_16594f443910cc57,sha256:24b6a529fb516efd3de733fb83c7652865bbfb0ee564371e6700d927bc975e72,sha256:dc305cab29ea63bde0dcccebf90b7af642a9167aa3e0639d39a160d82b029e37,sha256:51237b1f52f79f742c3093e1341229109a5adc5ef1ef665b64e0e92b6e4b0a2f,false
sha256:6c9065117221631ea1d5b6722,lyb_2025_q4,LYB,2025 Q4,neutral/no_signal,sha256:074f7a79397ed30d28631e892,semantic_chunk,3,,chunk_3ffd0b1ee79f4245,sha256:352bc68172040259c26a2961ba42aa13c104e71f8ecc88e2e906ec1ae3c2724c,sha256:f0cbc46c6e133fe84c4c200b9a8515e64bcfadf58011e08645b0a664b3234082,sha256:65ce0e96a57e66dafd692fca6c4f38d7b525a4dc56fea5485564388a862a58d3,false
sha256:0e157e75d37cd1965284cb6b0,bac_2025_q4,BAC,2025 Q4,neutral/no_signal,sha256:556ab254e68134cf72b78f2da,semantic_chunk,3,,chunk_2e903a957c9b9940,sha256:3f68b8abe347f2eddb1a70e836eee558d4d39e41871c1773daf4cee7752e58da,sha256:bdaaaa1ad7c3a4f1a3b35b36e96fe0d24ce0eed1e7491cd5becadc2d301f903f,sha256:3c6f759eca5a032eed6ce94392d4712be37c5d1dbbda709113f192dbc06f0516,false
sha256:5386f6b1078f96593caa35106,bac_2025_q4,BAC,2025 Q4,neutral/no_signal,sha256:62b3a4726273cc8ea1efdb14d,semantic_chunk,3,,chunk_01aed57bf58aeb47,sha256:3f68b8abe347f2eddb1a70e836eee558d4d39e41871c1773daf4cee7752e58da,sha256:bdaaaa1ad7c3a4f1a3b35b36e96fe0d24ce0eed1e7491cd5becadc2d301f903f,sha256:8e0c61cda394922a27fd514da787debebb8377e31eb41f5a98e2a79afcb4731d,false
sha256:f06cdd33818684641f5bd7722,cat_2025_q1,CAT,2025 Q1,neutral/no_signal,sha256:3fcad2e6ff810ec0dda0e9bc0,semantic_chunk,3,,chunk_2da7cdfbcf29e8c2,sha256:8924d13b82fefadc3f0912b4631c0540d7bd18ad096de44b4a278d166d49c428,sha256:f349917693947a6461bd2576889299acf59cf560def1273a7d9328273b58bd0a,sha256:9015794881d7bb35ff8378c4e8f2916ba5eb8945e0949e5668a491dcb6985be0,false
sha256:c6e3264956fbf517a253a6ab7,cat_2025_q1,CAT,2025 Q1,neutral/no_signal,sha256:c77aaa4f2c7754987250aa6dc,semantic_chunk,3,,chunk_0b6338158dff3f10,sha256:8924d13b82fefadc3f0912b4631c0540d7bd18ad096de44b4a278d166d49c428,sha256:f349917693947a6461bd2576889299acf59cf560def1273a7d9328273b58bd0a,sha256:1b4af87a50dc2e88e53ca41532b11abbd0df1e0bfc0f577784eae24e0abcce01,false
sha256:ee306f506da9ad07468383f3f,cat_2025_q2,CAT,2025 Q2,neutral/no_signal,sha256:1eba7ad483976bf782f6e808e,semantic_chunk,3,,chunk_cfcd4c82ee063058,sha256:245d279780d60d7505e1ba4dfb9f31ceba34f28722aa4577aa085c31148f850a,sha256:c9f976f13460eacb26e5c22feaccfdb3bf63b8ef4b1cb345f4fd00c97a2f7af6,sha256:00920d7aadfae51e510bc56a1ddd084ac720b119ead4a3d6c60836c68a58dc40,false
sha256:fc7c50b9e7f2619e5ed190127,cat_2025_q2,CAT,2025 Q2,neutral/no_signal,sha256:50bda8238a715fa148b0a5251,semantic_chunk,3,,chunk_6b9ca5d57a747a2f,sha256:245d279780d60d7505e1ba4dfb9f31ceba34f28722aa4577aa085c31148f850a,sha256:c9f976f13460eacb26e5c22feaccfdb3bf63b8ef4b1cb345f4fd00c97a2f7af6,sha256:cf6e893fbf33ecf1ba415b104a355ca5abe3f9293685c0a7c599f723ede59fd4,false
sha256:01fcda77c9c8f61c7c139497b,cat_2025_q3,CAT,2025 Q3,neutral/no_signal,sha256:10e61a533d6dccb05aa11a955,semantic_chunk,3,,chunk_f59b85dcdfb117e7,sha256:afbda8b53586966dc8df34306d4f193c30bdebf0f264a26f81e1f8045349878a,sha256:bffe5b001482c9712a33c385e897728c6242c757c3f372d88a8bec599b0c1efe,sha256:72d192c5720878928b86b7f7da2e205dfa942a21b81576236382fd807524db2a,false
sha256:775341bc62b31f3b42e6c0dc2,cat_2025_q3,CAT,2025 Q3,neutral/no_signal,sha256:214846b85fc7ca77d9ae83988,semantic_chunk,3,,chunk_db45ecce0351a557,sha256:afbda8b53586966dc8df34306d4f193c30bdebf0f264a26f81e1f8045349878a,sha256:bffe5b001482c9712a33c385e897728c6242c757c3f372d88a8bec599b0c1efe,sha256:57c917cec5e1b4a834fd38847fba0e0cd21eab75feadf1a47fb66e386258dd8c,false
sha256:9e88e814779f729aed9eafa5c,cat_2025_q3,CAT,2025 Q3,neutral/no_signal,sha256:21c0a51daeec4e485f91f890d,semantic_chunk,3,,chunk_eb43d1d74a6fb853,sha256:afbda8b53586966dc8df34306d4f193c30bdebf0f264a26f81e1f8045349878a,sha256:bffe5b001482c9712a33c385e897728c6242c757c3f372d88a8bec599b0c1efe,sha256:38dca4981128579ff3364a7168591c56c0e5cd8d4f0e59dc3bebce32354a3a4a,false
sha256:676919e56fd3eb94a1f34fc81,cat_2025_q4,CAT,2025 Q4,neutral/no_signal,sha256:227196b65eefc9ea537969e6c,semantic_chunk,3,,chunk_17a2163dfb751a66,sha256:23848e055532697dcade55635d015faab05dae68ebde2dc50d098383d738e6a7,sha256:0a977c84256e62757d6b7f248b47dc954557ccc306f75da7c29ff9fbdafb3725,sha256:75976a42dfe7d938c0d22a94865fde4ae1af7aab9bd5c365ccb23a7d4fc5be80,false
sha256:add96249731877646ec1135ef,cat_2025_q4,CAT,2025 Q4,neutral/no_signal,sha256:27c5f2c2374a76ea374953fce,semantic_chunk,3,,chunk_835572e426e9ad73,sha256:23848e055532697dcade55635d015faab05dae68ebde2dc50d098383d738e6a7,sha256:0a977c84256e62757d6b7f248b47dc954557ccc306f75da7c29ff9fbdafb3725,sha256:0e809f615ca32f7b65db035f502637299e47a6a2a4f081a8e924154ede1f3347,false
sha256:6fd5e7aef596aef33533086de,cat_2025_q4,CAT,2025 Q4,neutral/no_signal,sha256:2bf4e65d90065de26781dc626,semantic_chunk,3,,chunk_997ad3df702b918c,sha256:23848e055532697dcade55635d015faab05dae68ebde2dc50d098383d738e6a7,sha256:0a977c84256e62757d6b7f248b47dc954557ccc306f75da7c29ff9fbdafb3725,sha256:63e1801d27fc20d912a12beaf79a99b4d444bcf04363f9462f2f802973fcb0c3,false
sha256:9b294c4b89a5fb8d325d8d250,f_2025_q1,F,2025 Q1,neutral/no_signal,sha256:40ba171d86cbd40c122fc4841,semantic_chunk,3,,chunk_18a055559ff60308,sha256:34cfd9da1094797400fddc5cba2ba0045e3d1920723ebbd7b4628c0d07ecf32f,sha256:ef362fc48eadfe886b4476ebd1930dab8ee0dccc73146ce53503da6c2ba271a9,sha256:b66ed66238a1f0c83453d7641e7ea28b8778b79b4cfca3cc5e314af5ab1bbd9a,false
sha256:633439eecfbfe8515663f5f9b,f_2025_q1,F,2025 Q1,neutral/no_signal,sha256:60a41c003f3a2a0baae524c73,semantic_chunk,3,,chunk_dd2b61fdb59067dd,sha256:34cfd9da1094797400fddc5cba2ba0045e3d1920723ebbd7b4628c0d07ecf32f,sha256:ef362fc48eadfe886b4476ebd1930dab8ee0dccc73146ce53503da6c2ba271a9,sha256:7df17b0718e290710368819ba52447bdd1f1146b92ad3e0ac2076f3bfccf93c5,false
sha256:5611752c860c886d1e664b810,f_2025_q1,F,2025 Q1,neutral/no_signal,sha256:74935cfc9accb87608c05eb8d,semantic_chunk,3,,chunk_b7e6bbe41cff81f8,sha256:34cfd9da1094797400fddc5cba2ba0045e3d1920723ebbd7b4628c0d07ecf32f,sha256:ef362fc48eadfe886b4476ebd1930dab8ee0dccc73146ce53503da6c2ba271a9,sha256:f6b41143ce5a6ea65f385a89c4737e763ca03bd446fae0cd76e97195ae9a4664,false
sha256:ca907e16265c87559e06ba4f9,f_2025_q2,F,2025 Q2,neutral/no_signal,sha256:187163491d6cb2e2a6cbf4f25,semantic_chunk,3,,chunk_2b445495871af939,sha256:662151de52eb9e609340c9fd5d3be599b04744074ddd4639e58d33d76ac5ff33,sha256:8f1a9695d41a365f15799204ece0919eba88660dae4215933a1b77f974d0fd2b,sha256:e2c9a15d10ed8f0d8a37ed34435c503724cf06e41f576f0d3d8360e6f6057e0a,false
sha256:6e205576b36c2e19779f27d7c,f_2025_q2,F,2025 Q2,neutral/no_signal,sha256:19f7fd11a3d53e4b76644b5a8,semantic_chunk,3,,chunk_f761f51135c6d973,sha256:662151de52eb9e609340c9fd5d3be599b04744074ddd4639e58d33d76ac5ff33,sha256:8f1a9695d41a365f15799204ece0919eba88660dae4215933a1b77f974d0fd2b,sha256:b2da4348bd26351cfa4ae5cd7bf06674f34923a2e0856b99636afb60fc25e793,false
sha256:1b88bb6b8ea52f18a0f88995e,f_2025_q3,F,2025 Q3,neutral/no_signal,sha256:16eb3809939ada52ecff16f9c,semantic_chunk,3,,chunk_a2a21e3dd0fb05d7,sha256:5b3393c074a51daa3637666422a20f61de9eff73d1bbacbf1802cc00b6f89b18,sha256:863d2faae86b94e2d80a6e0e483514f50823959cd02abd2ddc026acb4b6dcaea,sha256:582aa92dd6b91d68cb3e7e88e2fcce182853e62cc9ca0ecabf6bbbe080f88472,false
sha256:b07de6b44c95bccbbdae5d60a,f_2025_q3,F,2025 Q3,neutral/no_signal,sha256:61530127310ad8ab7241fa735,semantic_chunk,3,,chunk_f8379e31f05e3eaa,sha256:5b3393c074a51daa3637666422a20f61de9eff73d1bbacbf1802cc00b6f89b18,sha256:863d2faae86b94e2d80a6e0e483514f50823959cd02abd2ddc026acb4b6dcaea,sha256:fe887940e8b5d78c95759573821ac413d453ed7aaaef2fea1e9a18195c5ebce4,false
sha256:3974ec409ed57441755d4cea4,f_2025_q4,F,2025 Q4,neutral/no_signal,sha256:26dd8bf7c86493267b5b28ae3,semantic_chunk,3,,chunk_6ea3d99862cb0248,sha256:9d0dfd62d4fbd44e485c1593090ef144a88ee1e4c531eeb91e7cbd39ac3559a8,sha256:80b121679ab2890ff94b7703936f9952a02f1a96d2f1cdc22412379a07e69b49,sha256:e58edf646019a2b6ff40ac12ca4c3549069a5caddb90026166fab2f92ecc66cf,false
sha256:72afa1cbec4b8a14b154fd996,f_2025_q4,F,2025 Q4,neutral/no_signal,sha256:2dd0aa024aa4ceb92ff902c13,semantic_chunk,3,,chunk_65edb3fde08fc448,sha256:9d0dfd62d4fbd44e485c1593090ef144a88ee1e4c531eeb91e7cbd39ac3559a8,sha256:80b121679ab2890ff94b7703936f9952a02f1a96d2f1cdc22412379a07e69b49,sha256:ee6a7b91e5e465c712bb552ce2ab61c9e28a6eac56dc54a16574ff7952e346a7,false
sha256:dc8e1cca646de370e16e7709d,f_2025_q4,F,2025 Q4,neutral/no_signal,sha256:34c36d65335a183a25f659d71,semantic_chunk,3,,chunk_f0420180d61e580d,sha256:9d0dfd62d4fbd44e485c1593090ef144a88ee1e4c531eeb91e7cbd39ac3559a8,sha256:80b121679ab2890ff94b7703936f9952a02f1a96d2f1cdc22412379a07e69b49,sha256:8afa8953c5766bfd444d04bf599c03f36f181eefcbe97623ebe8bf144e4e6c6a,false
sha256:6671a534d01f9521e3cd963e0,hd_2024_q1,HD,2024 Q1,neutral/no_signal,sha256:3ec0de23db1e93a69bb94fb8f,semantic_chunk,3,,chunk_22c0d54e18de51e5,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,sha256:3d3f5b685d2ef0652ce187122c533a8915dfd27e60b3e072a0e66db6285a29d8,false
sha256:8622b9d2179e37e6e1e18d867,hd_2024_q1,HD,2024 Q1,neutral/no_signal,sha256:59af2c4306140bad852da5342,semantic_chunk,3,,chunk_e07b2474183ca176,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,sha256:e11c42981ffff13004c02f78c99743e42858545495c33230f1fd1fba053c960d,false
sha256:2d4965bdb6aaf33996ee3f184,hd_2024_q2,HD,2024 Q2,neutral/no_signal,sha256:0648d37c574f91b73595e30f3,semantic_chunk,3,,chunk_c8ed45286c4c9997,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,sha256:d4604a3522675107b099edab9ce68de401c7703fc7414b7c8411f424f25d8bc4,false
sha256:7a9549c5e683b36d2793b0ae2,hd_2024_q2,HD,2024 Q2,neutral/no_signal,sha256:19a245481e208bd615c92796a,semantic_chunk,3,,chunk_c1d96d82774a42e5,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,sha256:9903e3ebae2431225b9d9fa4f94f27784084669abbf8668ef6fd143379c9e42e,false
sha256:43c0ff45d61bcf6e3fcf8bef2,hd_2024_q3,HD,2024 Q3,neutral/no_signal,sha256:6d5ee53d25cff7f7b4a2a110c,semantic_chunk,3,,chunk_f834d25c15659096,sha256:7615358920d80acfbd3262943496d8570827676fe39d2c38aecdf4e7ba2d2fc6,sha256:e8e45598dae822f29006156b2a47b06a43f1c62013e129cede330b85f4220ffc,sha256:caf73f9220ae9198c2c5c7c79837962756d90852d9bdf410404da188edb89b3d,false
sha256:cf582a1dd7c925bc7011d890a,hd_2024_q3,HD,2024 Q3,neutral/no_signal,sha256:9546a6c0da70cd6f9a45fd380,semantic_chunk,3,,chunk_8b485e581ae65d89,sha256:7615358920d80acfbd3262943496d8570827676fe39d2c38aecdf4e7ba2d2fc6,sha256:e8e45598dae822f29006156b2a47b06a43f1c62013e129cede330b85f4220ffc,sha256:8814e760af13fab58149ca0634ea1581183083218f8f184332165c48f1a16bba,false
sha256:7ba738d201e9fc08a927e2761,hd_2024_q4,HD,2024 Q4,neutral/no_signal,sha256:1bfcb245e7ce14b69add5e133,semantic_chunk,3,,chunk_3195ab2e1494c7d3,sha256:6662b3fea415afaf582fba4411c086fed59fbf02225c05c4b41d47c26f9d3a0e,sha256:4d1d4319cef314c5348b2102762aa6b2a6c10ce8e371a9efd39a96cc28475a54,sha256:9d670fc283222e435375b3079302341b08e5899161f35fc5777125e0fdde8537,false
sha256:1b022dc3a998cde67cda7a2ef,hd_2024_q4,HD,2024 Q4,neutral/no_signal,sha256:5957fa6a6e8163479f4726e18,semantic_chunk,3,,chunk_1c10d6328b2f46a6,sha256:6662b3fea415afaf582fba4411c086fed59fbf02225c05c4b41d47c26f9d3a0e,sha256:4d1d4319cef314c5348b2102762aa6b2a6c10ce8e371a9efd39a96cc28475a54,sha256:1a08ede1153000cb18d4ddbb35e995c615bd31ac125e9d66880dff33a1dafe21,false
sha256:e96bfceab93fd1aa48929d70b,hd_2024_q4,HD,2024 Q4,neutral/no_signal,sha256:5d9a0f362d5d0c15d17425f43,semantic_chunk,3,,chunk_11e899642464a943,sha256:6662b3fea415afaf582fba4411c086fed59fbf02225c05c4b41d47c26f9d3a0e,sha256:4d1d4319cef314c5348b2102762aa6b2a6c10ce8e371a9efd39a96cc28475a54,sha256:4cb26c9d5213081a439b1a9c79500c6bcb217dae991bd8316b9ca89d13656228,false
sha256:277ceaba91cd38c33d0a06e79,hd_2025_q4,HD,2025 Q4,neutral/no_signal,sha256:22600c71b56945c8f74cb32fe,semantic_chunk,3,,chunk_1a8ca7dccf7bd08e,sha256:9930b485a5fbe82794b52fe951d036f7a1429abea2711921530b79ed8746ca8a,sha256:9a4ba3adec57821de9a9281ab6acb2b78fc240df55b3c4b5019ab772a034459e,sha256:a193d6bcd44ed4c24413f83b7fffcf31dcf3cff5da749f0adbd76a9a64535d2e,false
sha256:93f164870d42a3606b43d1590,hd_2025_q4,HD,2025 Q4,neutral/no_signal,sha256:2bf27adfece2a76ac9cb4ba25,semantic_chunk,3,,chunk_c9ce089a3042fa79,sha256:9930b485a5fbe82794b52fe951d036f7a1429abea2711921530b79ed8746ca8a,sha256:9a4ba3adec57821de9a9281ab6acb2b78fc240df55b3c4b5019ab772a034459e,sha256:fabe91a7b2bdd0c73816dd659074e97a0da9e4cdcb0e1ea30a623c1a3a41a455,false
sha256:64d5a6dbb90483bdbaa89b911,jpm_2024_q2,JPM,2024 Q2,neutral/no_signal,sha256:a5253dec84cba4710ba24ef3e,semantic_chunk,3,,chunk_6a6132e08f9be301,sha256:da03ff9709cda967dc85fec54235bd1a2f97682fa5b3b236e084bbdcf8151585,sha256:4fbf0ef593a6b1b822fa118d6b245f0b184ab7f65f7d090e943f427016c5e647,sha256:7b1e02b7769f77515705d4dca6a59c84ec1caad4ae2c8cf2808c92e5142b3dbc,false
sha256:6df82a94d2466e5343bf47ba3,jpm_2024_q2,JPM,2024 Q2,neutral/no_signal,sha256:ade51e172102a741be377d888,semantic_chunk,3,,chunk_6e086b2c8b82ddef,sha256:da03ff9709cda967dc85fec54235bd1a2f97682fa5b3b236e084bbdcf8151585,sha256:4fbf0ef593a6b1b822fa118d6b245f0b184ab7f65f7d090e943f427016c5e647,sha256:ce8337060619844a683e839dd74208a2cd4d982397a397f513b97c7fc0a07833,false
sha256:433288cc010d60e29fe719f48,jpm_2024_q3,JPM,2024 Q3,neutral/no_signal,sha256:576f44bfc10f047a156c94d17,semantic_chunk,3,,chunk_db69ac1b3a8648a7,sha256:23979f93ec4f88a7a31d13e23bc4c0aa3e7d7f9e02300c4a6fba0ef0043444e0,sha256:ef8079d89554b1ecb4abc2c35c074435ae9c15048a05a2f48194422f0009cdc0,sha256:c7de1f12bf68f77ed007627fed416bbb7055aa557b6ec963dca868b77ab79790,false
sha256:0b6dcf46245d6c0295b1fb958,jpm_2024_q3,JPM,2024 Q3,neutral/no_signal,sha256:ed784512c05fbd89b3cbf209e,semantic_chunk,3,,chunk_98fd887332046fc7,sha256:23979f93ec4f88a7a31d13e23bc4c0aa3e7d7f9e02300c4a6fba0ef0043444e0,sha256:ef8079d89554b1ecb4abc2c35c074435ae9c15048a05a2f48194422f0009cdc0,sha256:d2c39053cce990f3ec6e380585b63d209ee3123b5e26b69d12ed3c5c1d8c34de,false
